scenario,combination_id,scoreline,size,probability
sensitivity_ability_low,real_xi_set_07,1-0,56,0.056
sensitivity_ability_low,real_xi_set_07,0-0,48,0.048
sensitivity_ability_low,real_xi_set_07,2-2,47,0.047
sensitivity_ability_low,real_xi_set_07,2-0,42,0.042
sensitivity_ability_low,real_xi_set_07,0-3,37,0.037
sensitivity_ability_low,real_xi_set_07,1-4,34,0.034
sensitivity_ability_low,real_xi_set_07,2-3,31,0.031
sensitivity_ability_low,real_xi_set_07,3-2,31,0.031
sensitivity_ability_low,real_xi_set_07,3-1,26,0.026
sensitivity_ability_low,real_xi_set_07,0-4,21,0.021
sensitivity_ability_low,real_xi_set_07,3-0,17,0.017
sensitivity_ability_low,real_xi_set_07,3-3,17,0.017
sensitivity_ability_low,real_xi_set_07,2-4,8,0.008
sensitivity_ability_low,real_xi_set_07,3-4,7,0.007
sensitivity_ability_low,real_xi_set_07,0-5,6,0.006
sensitivity_ability_low,real_xi_set_07,1-5,6,0.006
sensitivity_ability_low,real_xi_set_07,2-5,6,0.006
sensitivity_ability_low,real_xi_set_07,4-0,5,0.005
sensitivity_ability_low,real_xi_set_07,4-2,5,0.005
sensitivity_ability_low,real_xi_set_07,4-3,4,0.004
sensitivity_ability_low,real_xi_set_07,4-1,3,0.003
sensitivity_ability_low,real_xi_set_07,1-6,2,0.002
sensitivity_ability_low,real_xi_set_07,2-6,2,0.002
sensitivity_ability_low,real_xi_set_07,5-0,2,0.002
sensitivity_ability_low,real_xi_set_07,0-6,1,0.001
sensitivity_ability_low,real_xi_set_07,0-7,1,0.001
sensitivity_ability_low,real_xi_set_07,1-7,1,0.001
sensitivity_ability_low,real_xi_set_07,4-5,1,0.001
sensitivity_ability_low,real_xi_set_07,5-2,1,0.001
sensitivity_ability_low,real_xi_set_08,0-1,107,0.107
sensitivity_ability_low,real_xi_set_08,1-2,107,0.107
sensitivity_ability_low,real_xi_set_08,1-1,102,0.102
sensitivity_ability_low,real_xi_set_08,0-2,85,0.085
sensitivity_ability_low,real_xi_set_08,2-1,69,0.069
sensitivity_ability_low,real_xi_set_08,1-3,62,0.062
sensitivity_ability_low,real_xi_set_08,1-0,52,0.052
sensitivity_ability_low,real_xi_set_08,2-2,49,0.049
sensitivity_ability_low,real_xi_set_08,0-0,46,0.046
sensitivity_ability_low,real_xi_set_08,0-3,41,0.041
sensitivity_ability_low,real_xi_set_08,2-0,38,0.038
sensitivity_ability_low,real_xi_set_08,1-4,34,0.034
sensitivity_ability_low,real_xi_set_08,2-3,29,0.029
sensitivity_ability_low,real_xi_set_08,3-1,27,0.027
sensitivity_ability_low,real_xi_set_08,3-2,25,0.025
sensitivity_ability_low,real_xi_set_08,0-4,22,0.022
sensitivity_ability_low,real_xi_set_08,3-0,19,0.019
sensitivity_ability_low,real_xi_set_08,3-3,19,0.019
sensitivity_ability_low,real_xi_set_08,2-4,11,0.011
sensitivity_ability_low,real_xi_set_08,0-5,7,0.007
sensitivity_ability_low,real_xi_set_08,1-5,7,0.007
sensitivity_ability_low,real_xi_set_08,3-4,7,0.007
sensitivity_ability_low,real_xi_set_08,2-5,6,0.006
sensitivity_ability_low,real_xi_set_08,4-0,5,0.005
sensitivity_ability_low,real_xi_set_08,4-2,5,0.005
sensitivity_ability_low,real_xi_set_08,4-3,4,0.004
sensitivity_ability_low,real_xi_set_08,1-6,2,0.002
sensitivity_ability_low,real_xi_set_08,2-6,2,0.002
sensitivity_ability_low,real_xi_set_08,4-1,2,0.002
sensitivity_ability_low,real_xi_set_08,5-0,2,0.002
sensitivity_ability_low,real_xi_set_08,0-6,1,0.001
sensitivity_ability_low,real_xi_set_08,0-7,1,0.001
sensitivity_ability_low,real_xi_set_08,1-7,1,0.001
sensitivity_ability_low,real_xi_set_08,3-5,1,0.001
sensitivity_ability_low,real_xi_set_08,4-4,1,0.001
sensitivity_ability_low,real_xi_set_08,4-5,1,0.001
sensitivity_ability_low,real_xi_set_08,5-2,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_01,1-1,108,0.108
sensitivity_no_uncertainty_pooling,real_xi_set_01,1-2,102,0.102
sensitivity_no_uncertainty_pooling,real_xi_set_01,0-1,90,0.09
sensitivity_no_uncertainty_pooling,real_xi_set_01,0-2,84,0.084
sensitivity_no_uncertainty_pooling,real_xi_set_01,2-1,80,0.08
sensitivity_no_uncertainty_pooling,real_xi_set_01,1-3,67,0.067
sensitivity_no_uncertainty_pooling,real_xi_set_01,1-0,65,0.065
sensitivity_no_uncertainty_pooling,real_xi_set_01,2-2,49,0.049
sensitivity_no_uncertainty_pooling,real_xi_set_01,0-3,44,0.044
sensitivity_no_uncertainty_pooling,real_xi_set_01,0-0,39,0.039
sensitivity_no_uncertainty_pooling,real_xi_set_01,2-0,37,0.037
sensitivity_no_uncertainty_pooling,real_xi_set_01,2-3,31,0.031
sensitivity_no_uncertainty_pooling,real_xi_set_01,3-1,28,0.028
sensitivity_no_uncertainty_pooling,real_xi_set_01,3-2,23,0.023
sensitivity_no_uncertainty_pooling,real_xi_set_01,1-4,21,0.021
sensitivity_no_uncertainty_pooling,real_xi_set_01,0-4,19,0.019
sensitivity_no_uncertainty_pooling,real_xi_set_01,2-4,19,0.019
sensitivity_no_uncertainty_pooling,real_xi_set_01,3-3,13,0.013
sensitivity_no_uncertainty_pooling,real_xi_set_01,3-0,12,0.012
sensitivity_no_uncertainty_pooling,real_xi_set_01,1-5,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_01,4-1,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_01,4-2,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_01,0-5,8,0.008
sensitivity_no_uncertainty_pooling,real_xi_set_01,1-6,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_01,2-5,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_01,3-4,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_01,4-0,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_01,4-3,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_01,0-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_01,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_01,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_01,2-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_01,3-5,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_01,4-6,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_01,6-0,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-1,108,0.108
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-2,99,0.099
sensitivity_no_uncertainty_pooling,real_xi_set_02,0-1,88,0.088
sensitivity_no_uncertainty_pooling,real_xi_set_02,0-2,83,0.083
sensitivity_no_uncertainty_pooling,real_xi_set_02,2-1,77,0.077
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-3,68,0.068
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-0,60,0.06
sensitivity_no_uncertainty_pooling,real_xi_set_02,0-3,46,0.046
sensitivity_no_uncertainty_pooling,real_xi_set_02,2-2,46,0.046
sensitivity_no_uncertainty_pooling,real_xi_set_02,0-0,41,0.041
sensitivity_no_uncertainty_pooling,real_xi_set_02,2-0,40,0.04
sensitivity_no_uncertainty_pooling,real_xi_set_02,2-3,33,0.033
sensitivity_no_uncertainty_pooling,real_xi_set_02,3-1,26,0.026
sensitivity_no_uncertainty_pooling,real_xi_set_02,3-2,23,0.023
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-4,21,0.021
sensitivity_no_uncertainty_pooling,real_xi_set_02,0-4,20,0.02
sensitivity_no_uncertainty_pooling,real_xi_set_02,2-4,20,0.02
sensitivity_no_uncertainty_pooling,real_xi_set_02,3-3,15,0.015
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-5,13,0.013
sensitivity_no_uncertainty_pooling,real_xi_set_02,3-0,11,0.011
sensitivity_no_uncertainty_pooling,real_xi_set_02,4-1,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_02,4-2,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_02,0-5,8,0.008
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-6,6,0.006
sensitivity_no_uncertainty_pooling,real_xi_set_02,2-5,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_02,3-4,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_02,4-0,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_02,0-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_02,4-3,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_02,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_02,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_02,1-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_02,2-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_02,3-5,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_02,4-4,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_02,4-6,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_02,6-0,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-1,110,0.11
sensitivity_no_uncertainty_pooling,real_xi_set_03,0-1,99,0.099
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-2,95,0.095
sensitivity_no_uncertainty_pooling,real_xi_set_03,0-2,91,0.091
sensitivity_no_uncertainty_pooling,real_xi_set_03,2-1,75,0.075
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-3,71,0.071
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-0,60,0.06
sensitivity_no_uncertainty_pooling,real_xi_set_03,2-2,49,0.049
sensitivity_no_uncertainty_pooling,real_xi_set_03,0-0,45,0.045
sensitivity_no_uncertainty_pooling,real_xi_set_03,0-3,41,0.041
sensitivity_no_uncertainty_pooling,real_xi_set_03,2-0,37,0.037
sensitivity_no_uncertainty_pooling,real_xi_set_03,2-3,27,0.027
sensitivity_no_uncertainty_pooling,real_xi_set_03,3-1,27,0.027
sensitivity_no_uncertainty_pooling,real_xi_set_03,0-4,24,0.024
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-4,24,0.024
sensitivity_no_uncertainty_pooling,real_xi_set_03,3-2,22,0.022
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-5,17,0.017
sensitivity_no_uncertainty_pooling,real_xi_set_03,2-4,14,0.014
sensitivity_no_uncertainty_pooling,real_xi_set_03,3-3,12,0.012
sensitivity_no_uncertainty_pooling,real_xi_set_03,3-0,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_03,0-5,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_03,4-2,6,0.006
sensitivity_no_uncertainty_pooling,real_xi_set_03,4-0,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_03,4-1,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_03,4-3,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_03,0-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_03,3-4,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_03,2-5,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_03,2-6,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_03,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_03,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_03,1-8,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_03,4-4,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_03,5-2,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-1,109,0.109
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-1,99,0.099
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-2,89,0.089
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-2,88,0.088
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-3,80,0.08
sensitivity_no_uncertainty_pooling,real_xi_set_04,2-1,71,0.071
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-0,53,0.053
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-0,48,0.048
sensitivity_no_uncertainty_pooling,real_xi_set_04,2-2,48,0.048
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-3,40,0.04
sensitivity_no_uncertainty_pooling,real_xi_set_04,2-0,37,0.037
sensitivity_no_uncertainty_pooling,real_xi_set_04,2-3,32,0.032
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-4,27,0.027
sensitivity_no_uncertainty_pooling,real_xi_set_04,3-1,26,0.026
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-4,25,0.025
sensitivity_no_uncertainty_pooling,real_xi_set_04,3-2,22,0.022
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-5,20,0.02
sensitivity_no_uncertainty_pooling,real_xi_set_04,3-3,12,0.012
sensitivity_no_uncertainty_pooling,real_xi_set_04,2-4,11,0.011
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-5,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_04,3-0,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_04,4-2,6,0.006
sensitivity_no_uncertainty_pooling,real_xi_set_04,4-0,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_04,2-5,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_04,3-4,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_04,4-1,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_04,4-3,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-6,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_04,2-6,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_04,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_04,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_04,0-8,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_04,1-8,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_04,4-5,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_04,5-2,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_05,1-1,110,0.11
sensitivity_no_uncertainty_pooling,real_xi_set_05,1-2,101,0.101
sensitivity_no_uncertainty_pooling,real_xi_set_05,0-1,88,0.088
sensitivity_no_uncertainty_pooling,real_xi_set_05,0-2,83,0.083
sensitivity_no_uncertainty_pooling,real_xi_set_05,2-1,80,0.08
sensitivity_no_uncertainty_pooling,real_xi_set_05,1-3,67,0.067
sensitivity_no_uncertainty_pooling,real_xi_set_05,1-0,65,0.065
sensitivity_no_uncertainty_pooling,real_xi_set_05,2-2,50,0.05
sensitivity_no_uncertainty_pooling,real_xi_set_05,0-3,44,0.044
sensitivity_no_uncertainty_pooling,real_xi_set_05,0-0,39,0.039
sensitivity_no_uncertainty_pooling,real_xi_set_05,2-0,37,0.037
sensitivity_no_uncertainty_pooling,real_xi_set_05,2-3,31,0.031
sensitivity_no_uncertainty_pooling,real_xi_set_05,3-1,29,0.029
sensitivity_no_uncertainty_pooling,real_xi_set_05,3-2,23,0.023
sensitivity_no_uncertainty_pooling,real_xi_set_05,1-4,21,0.021
sensitivity_no_uncertainty_pooling,real_xi_set_05,0-4,19,0.019
sensitivity_no_uncertainty_pooling,real_xi_set_05,2-4,19,0.019
sensitivity_no_uncertainty_pooling,real_xi_set_05,3-3,13,0.013
sensitivity_no_uncertainty_pooling,real_xi_set_05,3-0,12,0.012
sensitivity_no_uncertainty_pooling,real_xi_set_05,1-5,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_05,4-1,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_05,4-2,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_05,0-5,8,0.008
sensitivity_no_uncertainty_pooling,real_xi_set_05,1-6,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_05,2-5,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_05,3-4,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_05,4-0,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_05,4-3,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_05,0-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_05,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_05,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_05,2-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_05,3-5,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_05,4-6,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_05,6-0,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-1,110,0.11
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-2,98,0.098
sensitivity_no_uncertainty_pooling,real_xi_set_06,0-1,86,0.086
sensitivity_no_uncertainty_pooling,real_xi_set_06,0-2,82,0.082
sensitivity_no_uncertainty_pooling,real_xi_set_06,2-1,77,0.077
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-3,68,0.068
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-0,60,0.06
sensitivity_no_uncertainty_pooling,real_xi_set_06,2-2,47,0.047
sensitivity_no_uncertainty_pooling,real_xi_set_06,0-3,46,0.046
sensitivity_no_uncertainty_pooling,real_xi_set_06,0-0,41,0.041
sensitivity_no_uncertainty_pooling,real_xi_set_06,2-0,40,0.04
sensitivity_no_uncertainty_pooling,real_xi_set_06,2-3,33,0.033
sensitivity_no_uncertainty_pooling,real_xi_set_06,3-1,27,0.027
sensitivity_no_uncertainty_pooling,real_xi_set_06,3-2,23,0.023
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-4,21,0.021
sensitivity_no_uncertainty_pooling,real_xi_set_06,0-4,20,0.02
sensitivity_no_uncertainty_pooling,real_xi_set_06,2-4,20,0.02
sensitivity_no_uncertainty_pooling,real_xi_set_06,3-3,15,0.015
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-5,13,0.013
sensitivity_no_uncertainty_pooling,real_xi_set_06,3-0,11,0.011
sensitivity_no_uncertainty_pooling,real_xi_set_06,4-1,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_06,4-2,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_06,0-5,8,0.008
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-6,6,0.006
sensitivity_no_uncertainty_pooling,real_xi_set_06,2-5,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_06,3-4,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_06,4-0,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_06,0-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_06,4-3,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_06,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_06,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_06,1-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_06,2-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_06,3-5,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_06,4-4,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_06,4-6,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_06,6-0,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-1,110,0.11
sensitivity_no_uncertainty_pooling,real_xi_set_07,0-1,99,0.099
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-2,96,0.096
sensitivity_no_uncertainty_pooling,real_xi_set_07,0-2,91,0.091
sensitivity_no_uncertainty_pooling,real_xi_set_07,2-1,75,0.075
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-3,69,0.069
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-0,60,0.06
sensitivity_no_uncertainty_pooling,real_xi_set_07,2-2,49,0.049
sensitivity_no_uncertainty_pooling,real_xi_set_07,0-0,45,0.045
sensitivity_no_uncertainty_pooling,real_xi_set_07,0-3,41,0.041
sensitivity_no_uncertainty_pooling,real_xi_set_07,2-0,36,0.036
sensitivity_no_uncertainty_pooling,real_xi_set_07,2-3,27,0.027
sensitivity_no_uncertainty_pooling,real_xi_set_07,3-1,27,0.027
sensitivity_no_uncertainty_pooling,real_xi_set_07,0-4,24,0.024
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-4,24,0.024
sensitivity_no_uncertainty_pooling,real_xi_set_07,3-2,22,0.022
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-5,17,0.017
sensitivity_no_uncertainty_pooling,real_xi_set_07,2-4,14,0.014
sensitivity_no_uncertainty_pooling,real_xi_set_07,3-3,13,0.013
sensitivity_no_uncertainty_pooling,real_xi_set_07,3-0,11,0.011
sensitivity_no_uncertainty_pooling,real_xi_set_07,0-5,9,0.009
sensitivity_no_uncertainty_pooling,real_xi_set_07,4-2,6,0.006
sensitivity_no_uncertainty_pooling,real_xi_set_07,4-1,5,0.005
sensitivity_no_uncertainty_pooling,real_xi_set_07,4-0,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_07,4-3,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_07,0-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_07,3-4,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_07,2-5,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_07,2-6,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_07,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_07,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_07,1-8,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_07,4-4,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_07,5-0,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_07,5-2,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-1,109,0.109
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-1,99,0.099
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-2,89,0.089
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-2,89,0.089
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-3,79,0.079
sensitivity_no_uncertainty_pooling,real_xi_set_08,2-1,71,0.071
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-0,53,0.053
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-0,48,0.048
sensitivity_no_uncertainty_pooling,real_xi_set_08,2-2,48,0.048
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-3,40,0.04
sensitivity_no_uncertainty_pooling,real_xi_set_08,2-0,36,0.036
sensitivity_no_uncertainty_pooling,real_xi_set_08,2-3,31,0.031
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-4,27,0.027
sensitivity_no_uncertainty_pooling,real_xi_set_08,3-1,26,0.026
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-4,25,0.025
sensitivity_no_uncertainty_pooling,real_xi_set_08,3-2,22,0.022
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-5,20,0.02
sensitivity_no_uncertainty_pooling,real_xi_set_08,3-3,13,0.013
sensitivity_no_uncertainty_pooling,real_xi_set_08,2-4,11,0.011
sensitivity_no_uncertainty_pooling,real_xi_set_08,3-0,11,0.011
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-5,10,0.01
sensitivity_no_uncertainty_pooling,real_xi_set_08,4-2,6,0.006
sensitivity_no_uncertainty_pooling,real_xi_set_08,2-5,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_08,3-4,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_08,4-0,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_08,4-1,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_08,4-3,4,0.004
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-6,3,0.003
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-6,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_08,2-6,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_08,5-1,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_08,6-2,2,0.002
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-7,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_08,0-8,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_08,1-8,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_08,4-5,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_08,5-0,1,0.001
sensitivity_no_uncertainty_pooling,real_xi_set_08,5-2,1,0.001
sensitivity_top10,real_xi_set_01,1-2,107,0.107
sensitivity_top10,real_xi_set_01,1-1,101,0.101
sensitivity_top10,real_xi_set_01,0-2,84,0.084
sensitivity_top10,real_xi_set_01,0-1,71,0.071
sensitivity_top10,real_xi_set_01,1-0,64,0.064
sensitivity_top10,real_xi_set_01,2-1,64,0.064
sensitivity_top10,real_xi_set_01,2-2,60,0.06
sensitivity_top10,real_xi_set_01,1-3,52,0.052
sensitivity_top10,real_xi_set_01,2-0,50,0.05
sensitivity_top10,real_xi_set_01,0-3,48,0.048
sensitivity_top10,real_xi_set_01,0-0,46,0.046
sensitivity_top10,real_xi_set_01,2-3,35,0.035
sensitivity_top10,real_xi_set_01,3-1,29,0.029
sensitivity_top10,real_xi_set_01,3-2,29,0.029
sensitivity_top10,real_xi_set_01,1-4,25,0.025
sensitivity_top10,real_xi_set_01,0-4,18,0.018
sensitivity_top10,real_xi_set_01,3-0,16,0.016
sensitivity_top10,real_xi_set_01,3-3,13,0.013
sensitivity_top10,real_xi_set_01,2-4,12,0.012
sensitivity_top10,real_xi_set_01,3-4,12,0.012
sensitivity_top10,real_xi_set_01,4-0,10,0.01
sensitivity_top10,real_xi_set_01,4-3,8,0.008
sensitivity_top10,real_xi_set_01,4-1,7,0.007
sensitivity_top10,real_xi_set_01,4-2,7,0.007
sensitivity_top10,real_xi_set_01,0-5,4,0.004
sensitivity_top10,real_xi_set_01,1-5,4,0.004
sensitivity_top10,real_xi_set_01,2-5,4,0.004
sensitivity_top10,real_xi_set_01,3-5,4,0.004
sensitivity_top10,real_xi_set_01,0-7,2,0.002
sensitivity_top10,real_xi_set_01,2-6,2,0.002
sensitivity_top10,real_xi_set_01,5-3,2,0.002
sensitivity_top10,real_xi_set_01,7-0,2,0.002
sensitivity_top10,real_xi_set_01,7-1,2,0.002
sensitivity_top10,real_xi_set_01,1-6,1,0.001
sensitivity_top10,real_xi_set_01,1-7,1,0.001
sensitivity_top10,real_xi_set_01,5-1,1,0.001
sensitivity_top10,real_xi_set_01,5-2,1,0.001
sensitivity_top10,real_xi_set_01,5-4,1,0.001
sensitivity_top10,real_xi_set_01,6-3,1,0.001
sensitivity_top10,real_xi_set_02,1-2,107,0.107
sensitivity_top10,real_xi_set_02,1-1,105,0.105
sensitivity_top10,real_xi_set_02,0-2,84,0.084
