scenario,combination_id,world_id,matches,synthetic_win_probability,draw_probability,real_win_probability,mean_synthetic_goals,mean_real_goals,mean_goal_difference,mean_synthetic_xg,mean_real_xg,mean_xg_difference,mean_synthetic_possession,win_probability_margin
sensitivity_ability_low,real_xi_set_04,12,50,0.18,0.22,0.6,1.18,2.06,-0.88,1.237856932448905,1.971454973257255,-0.7335980408083502,0.47994520879794295,-0.42
sensitivity_ability_low,real_xi_set_04,13,50,0.26,0.28,0.46,1.0,1.42,-0.42,1.0213366778547226,1.6101884584620627,-0.5888517806073401,0.4803656193605427,-0.2
sensitivity_ability_low,real_xi_set_04,14,50,0.24,0.14,0.62,0.94,1.7,-0.76,1.157943993308562,1.6897558153518646,-0.5318118220433026,0.4845360940751477,-0.38
sensitivity_ability_low,real_xi_set_04,15,50,0.22,0.26,0.52,0.9,1.58,-0.68,1.021663239000913,1.587624534054725,-0.5659612950538121,0.48144121714563604,-0.30000000000000004
sensitivity_ability_low,real_xi_set_04,16,50,0.32,0.2,0.48,1.32,1.8,-0.48,1.1345511690243402,1.663644547740799,-0.529093378716459,0.47769207456521534,-0.15999999999999998
sensitivity_ability_low,real_xi_set_04,17,50,0.2,0.14,0.66,1.2,2.22,-1.02,1.1296919562744427,1.836933092151748,-0.7072411358773053,0.4754311321928021,-0.46
sensitivity_ability_low,real_xi_set_04,18,50,0.14,0.34,0.52,1.1,1.86,-0.76,1.2093686698370303,1.8932829803451605,-0.6839143105081302,0.4777813227926163,-0.38
sensitivity_ability_low,real_xi_set_04,19,50,0.28,0.2,0.52,1.12,1.82,-0.7,1.1595761076226814,1.700513058520218,-0.5409369508975366,0.4845935456211732,-0.24
sensitivity_ability_low,real_xi_set_05,0,50,0.26,0.16,0.58,1.06,1.64,-0.58,1.153036651825289,1.516674991620601,-0.363638339795312,0.4904927573149822,-0.31999999999999995
sensitivity_ability_low,real_xi_set_05,1,50,0.3,0.18,0.52,1.26,1.6,-0.34,1.2917651951331681,1.7464638208819938,-0.4546986257488255,0.48416424785615403,-0.22000000000000003
sensitivity_ability_low,real_xi_set_05,2,50,0.3,0.18,0.52,1.46,2.0,-0.54,1.4621780380725395,1.940933589802243,-0.47875555172970374,0.4857612064166478,-0.22000000000000003
sensitivity_ability_low,real_xi_set_05,3,50,0.24,0.28,0.48,1.24,1.8,-0.56,1.2125925453415842,1.5919528444192066,-0.37936029907762214,0.48369270593365615,-0.24
sensitivity_ability_low,real_xi_set_05,4,50,0.36,0.1,0.54,1.26,1.54,-0.28,1.1974851685373902,1.665521085487545,-0.46803591695015484,0.48511295408539445,-0.18000000000000005
sensitivity_ability_low,real_xi_set_05,5,50,0.26,0.22,0.52,1.02,1.44,-0.42,1.2026043980442465,1.5964409097061096,-0.39383651166186295,0.48715602655908297,-0.26
sensitivity_ability_low,real_xi_set_05,6,50,0.28,0.2,0.52,1.48,1.86,-0.38,1.361921701403785,1.829079657121761,-0.4671579557179761,0.4890007955656656,-0.24
sensitivity_ability_low,real_xi_set_05,7,50,0.32,0.26,0.42,1.16,1.36,-0.2,1.170521302034632,1.5481019451263769,-0.3775806430917447,0.4894444297368102,-0.09999999999999998
sensitivity_ability_low,real_xi_set_05,8,50,0.28,0.28,0.44,1.4,1.58,-0.18,1.2098670900329298,1.6526967487320559,-0.4428296586991261,0.48870088817062657,-0.15999999999999998
sensitivity_ability_low,real_xi_set_05,9,50,0.32,0.26,0.42,1.16,1.42,-0.26,1.0869022419244032,1.5282976568494422,-0.44139541492503903,0.48766555405577416,-0.09999999999999998
sensitivity_ability_low,real_xi_set_05,10,50,0.36,0.28,0.36,1.54,1.78,-0.24,1.2618636469089153,1.6461214506632929,-0.3842578037543776,0.49020842157798455,0.0
sensitivity_ability_low,real_xi_set_05,11,50,0.26,0.18,0.56,1.16,1.82,-0.66,1.1956121193717388,1.8388090576855662,-0.6431969383138274,0.48794175237233633,-0.30000000000000004
sensitivity_ability_low,real_xi_set_05,12,50,0.28,0.18,0.54,1.34,1.98,-0.64,1.3313940414773178,1.8405279064105597,-0.5091338649332421,0.4829987716378389,-0.26
sensitivity_ability_low,real_xi_set_05,13,50,0.32,0.24,0.44,1.1,1.36,-0.26,1.126903261566023,1.529446978148805,-0.4025437165827819,0.4872065910212532,-0.12
sensitivity_ability_low,real_xi_set_05,14,50,0.3,0.16,0.54,1.02,1.6,-0.58,1.2324522573975498,1.6116551860240242,-0.3792029286264744,0.4866957408760994,-0.24000000000000005
sensitivity_ability_low,real_xi_set_05,15,50,0.32,0.24,0.44,1.1,1.4,-0.3,1.0969467374270756,1.5200949768921654,-0.4231482394650899,0.4867208697801132,-0.12
sensitivity_ability_low,real_xi_set_05,16,50,0.34,0.2,0.46,1.46,1.84,-0.38,1.1952850283514527,1.5971962633171555,-0.4019112349657028,0.48971306659627034,-0.12
sensitivity_ability_low,real_xi_set_05,17,50,0.26,0.14,0.6,1.34,2.14,-0.8,1.2544736439583044,1.780209679552285,-0.5257360355939809,0.4807699575110141,-0.33999999999999997
sensitivity_ability_low,real_xi_set_05,18,50,0.2,0.36,0.44,1.24,1.8,-0.56,1.2827627399101333,1.776930317403658,-0.4941675774935246,0.47918298997142517,-0.24
sensitivity_ability_low,real_xi_set_05,19,50,0.28,0.18,0.54,1.14,1.92,-0.78,1.2167261447724433,1.6976651008306627,-0.48093895605821935,0.48691300285781003,-0.26
sensitivity_ability_low,real_xi_set_06,0,50,0.26,0.14,0.6,1.06,1.7,-0.64,1.1309048459053777,1.5692030503988568,-0.4382982044934791,0.48343332458774446,-0.33999999999999997
sensitivity_ability_low,real_xi_set_06,1,50,0.32,0.18,0.5,1.26,1.56,-0.3,1.2828190877097856,1.7560987279931795,-0.47327964028339364,0.48211683602109867,-0.18
sensitivity_ability_low,real_xi_set_06,2,50,0.28,0.18,0.54,1.42,2.06,-0.64,1.430680172505505,1.9907217891816382,-0.5600416166761333,0.4801381334564653,-0.26
sensitivity_ability_low,real_xi_set_06,3,50,0.24,0.24,0.52,1.22,1.88,-0.66,1.206836579580557,1.6375719226085215,-0.4307353430279646,0.483444958295036,-0.28
sensitivity_ability_low,real_xi_set_06,4,50,0.3,0.16,0.54,1.24,1.62,-0.38,1.1913101680961073,1.7033734119863704,-0.512063243890263,0.4840931304722094,-0.24000000000000005
sensitivity_ability_low,real_xi_set_06,5,50,0.26,0.22,0.52,1.02,1.48,-0.46,1.1942835134136258,1.6232440447081595,-0.4289605312945335,0.48459573392146993,-0.26
sensitivity_ability_low,real_xi_set_06,6,50,0.28,0.18,0.54,1.5,1.96,-0.46,1.3372099406349156,1.8805023718860159,-0.5432924312511002,0.481164413173132,-0.26
sensitivity_ability_low,real_xi_set_06,7,50,0.32,0.2,0.48,1.16,1.46,-0.3,1.1750508267399986,1.6049929663545217,-0.4299421396145231,0.486194808693245,-0.15999999999999998
sensitivity_ability_low,real_xi_set_06,8,50,0.28,0.28,0.44,1.38,1.64,-0.26,1.2058085772519704,1.6961247227358862,-0.4903161454839159,0.484536037329738,-0.15999999999999998
sensitivity_ability_low,real_xi_set_06,9,50,0.3,0.24,0.46,1.14,1.46,-0.32,1.0712091008012474,1.5759906770333993,-0.5047815762321519,0.4840004577397007,-0.16000000000000003
sensitivity_ability_low,real_xi_set_06,10,50,0.34,0.28,0.38,1.52,1.88,-0.36,1.2408437463695707,1.6828095820498792,-0.4419658356803085,0.48703553136138766,-0.03999999999999998
sensitivity_ability_low,real_xi_set_06,11,50,0.26,0.16,0.58,1.2,1.8,-0.6,1.2057430644400349,1.8480853187346358,-0.6423422542946008,0.48592284827478616,-0.31999999999999995
sensitivity_ability_low,real_xi_set_06,12,50,0.26,0.2,0.54,1.3,2.0,-0.7,1.2994017179152717,1.8886027195129484,-0.5892010015976767,0.48142407884841654,-0.28
sensitivity_ability_low,real_xi_set_06,13,50,0.32,0.24,0.44,1.1,1.38,-0.28,1.1042112131348678,1.5555583401224233,-0.4513471269875557,0.4829126293554444,-0.12
sensitivity_ability_low,real_xi_set_06,14,50,0.3,0.16,0.54,1.02,1.6,-0.58,1.237769055269115,1.6674255951712547,-0.4296565399021399,0.48376643093523214,-0.24000000000000005
sensitivity_ability_low,real_xi_set_06,15,50,0.3,0.24,0.46,1.08,1.5,-0.42,1.0925111844381232,1.578996078619172,-0.48648489418104873,0.4831489618878168,-0.16000000000000003
sensitivity_ability_low,real_xi_set_06,16,50,0.32,0.16,0.52,1.4,1.9,-0.5,1.1935066484990413,1.657199897913057,-0.463693249414016,0.4850723083371291,-0.2
sensitivity_ability_low,real_xi_set_06,17,50,0.26,0.12,0.62,1.34,2.2,-0.86,1.2321026087558822,1.8335123899430428,-0.6014097811871606,0.4763986483504417,-0.36
sensitivity_ability_low,real_xi_set_06,18,50,0.16,0.38,0.46,1.22,1.88,-0.66,1.2639175532630247,1.8547753433065584,-0.5908577900435337,0.4757928646789457,-0.30000000000000004
sensitivity_ability_low,real_xi_set_06,19,50,0.28,0.18,0.54,1.14,1.98,-0.84,1.2022025719006926,1.7405695949650934,-0.538367023064401,0.4847373600718867,-0.26
sensitivity_ability_low,real_xi_set_07,0,50,0.22,0.2,0.58,1.08,1.78,-0.7,1.1198827595149616,1.5761405990828903,-0.45625783956792837,0.48477878174810274,-0.36
sensitivity_ability_low,real_xi_set_07,1,50,0.26,0.22,0.52,1.16,1.68,-0.52,1.2160046540302951,1.7619034856894302,-0.5458988316591351,0.48607135506857124,-0.26
sensitivity_ability_low,real_xi_set_07,2,50,0.26,0.16,0.58,1.4,2.12,-0.72,1.3526383330172096,1.9791166346263618,-0.6264783016091524,0.485741057541855,-0.31999999999999995
sensitivity_ability_low,real_xi_set_07,3,50,0.22,0.28,0.5,1.18,1.84,-0.66,1.1930679093538725,1.6306201617110472,-0.4375522523571745,0.4843614930521628,-0.28
sensitivity_ability_low,real_xi_set_07,4,50,0.36,0.1,0.54,1.32,1.54,-0.22,1.1584930484906493,1.7062312208180535,-0.5477381723274042,0.4869148392313955,-0.18000000000000005
sensitivity_ability_low,real_xi_set_07,5,50,0.26,0.24,0.5,0.98,1.48,-0.5,1.11025517328744,1.6013960190527923,-0.4911408457653524,0.4839383036490104,-0.24
sensitivity_ability_low,real_xi_set_07,6,50,0.28,0.16,0.56,1.34,1.92,-0.58,1.2379262076293926,1.8511244236082256,-0.6131982159788331,0.4877141415903945,-0.28
sensitivity_ability_low,real_xi_set_07,7,50,0.36,0.16,0.48,1.12,1.46,-0.34,1.110972077378568,1.5711987926961688,-0.46022671531760095,0.4874846792610246,-0.12
sensitivity_ability_low,real_xi_set_07,8,50,0.28,0.32,0.4,1.32,1.56,-0.24,1.1371857484029022,1.6549462880691306,-0.5177605396662281,0.4865306030350978,-0.12
sensitivity_ability_low,real_xi_set_07,9,50,0.26,0.26,0.48,0.94,1.32,-0.38,1.018412206685769,1.5288890181624768,-0.5104768114767078,0.4871797188644571,-0.21999999999999997
sensitivity_ability_low,real_xi_set_07,10,50,0.36,0.22,0.42,1.52,1.88,-0.36,1.2055965133453626,1.6520599785931276,-0.4464634652477652,0.4872038461010849,-0.06
sensitivity_ability_low,real_xi_set_07,11,50,0.22,0.16,0.62,1.04,1.8,-0.76,1.1391703760396816,1.7951341383516648,-0.6559637623119834,0.4901196078715238,-0.4
sensitivity_ability_low,real_xi_set_07,12,50,0.16,0.26,0.58,1.16,2.04,-0.88,1.2634205935255676,1.8850986172340756,-0.6216780237085081,0.48277962728816726,-0.41999999999999993
sensitivity_ability_low,real_xi_set_07,13,50,0.26,0.28,0.46,0.96,1.36,-0.4,1.045965691417842,1.563371406423115,-0.5174057150052733,0.4832120877621282,-0.2
sensitivity_ability_low,real_xi_set_07,14,50,0.26,0.14,0.6,0.94,1.64,-0.7,1.1673350657635333,1.6318151250060766,-0.46448005924254326,0.48686519847105786,-0.33999999999999997
sensitivity_ability_low,real_xi_set_07,15,50,0.24,0.26,0.5,0.96,1.46,-0.5,1.041765912851281,1.5421616638523608,-0.5003957510010797,0.48663546586409173,-0.26
sensitivity_ability_low,real_xi_set_07,16,50,0.34,0.2,0.46,1.34,1.76,-0.42,1.1388153500737985,1.636840790747998,-0.4980254406741995,0.48237153172225405,-0.12
sensitivity_ability_low,real_xi_set_07,17,50,0.2,0.16,0.64,1.18,2.18,-1.0,1.1488173965340733,1.7885932911142317,-0.6397758945801584,0.47914369715776106,-0.44
sensitivity_ability_low,real_xi_set_07,18,50,0.16,0.38,0.46,1.14,1.78,-0.64,1.2294994163452926,1.8175808294485174,-0.5880814131032247,0.480270422361573,-0.30000000000000004
sensitivity_ability_low,real_xi_set_07,19,50,0.28,0.2,0.52,1.12,1.8,-0.68,1.1727933822233165,1.6753864184384668,-0.5025930362151503,0.4864837219695377,-0.24
sensitivity_ability_low,real_xi_set_08,0,50,0.22,0.2,0.58,1.08,1.78,-0.7,1.105858824956652,1.6176915308628401,-0.511832705906188,0.4807536581519852,-0.36
sensitivity_ability_low,real_xi_set_08,1,50,0.28,0.2,0.52,1.2,1.6,-0.4,1.205064218572599,1.7908722214908577,-0.5858080029182584,0.48094019724449355,-0.24
sensitivity_ability_low,real_xi_set_08,2,50,0.24,0.18,0.58,1.38,2.14,-0.76,1.3193158676687675,2.0330048502915856,-0.7136889826228179,0.481080569866392,-0.33999999999999997
sensitivity_ability_low,real_xi_set_08,3,50,0.22,0.24,0.54,1.2,1.96,-0.76,1.178336467650821,1.6728665748070717,-0.4945301071562506,0.48253293943799563,-0.32000000000000006
sensitivity_ability_low,real_xi_set_08,4,50,0.32,0.18,0.5,1.28,1.54,-0.26,1.1598459331795827,1.7182636605646122,-0.5584177273850294,0.4845782385808029,-0.18
sensitivity_ability_low,real_xi_set_08,5,50,0.24,0.26,0.5,0.98,1.56,-0.58,1.1022129126316036,1.635133700947656,-0.5329207883160524,0.4839341875826003,-0.26
sensitivity_ability_low,real_xi_set_08,6,50,0.22,0.2,0.58,1.32,1.96,-0.64,1.23179456708882,1.895310385534363,-0.6635158184455433,0.48589887012860994,-0.36
sensitivity_ability_low,real_xi_set_08,7,50,0.34,0.18,0.48,1.12,1.52,-0.4,1.1031239197054798,1.5926842079697432,-0.48956028826426334,0.4848541336727659,-0.13999999999999996
sensitivity_ability_low,real_xi_set_08,8,50,0.28,0.32,0.4,1.32,1.62,-0.3,1.1305939790849824,1.6861541406734242,-0.5555601615884416,0.4836250991172907,-0.12
sensitivity_ability_low,real_xi_set_08,9,50,0.24,0.26,0.5,0.94,1.36,-0.42,1.0079732338531224,1.5670299724698515,-0.5590567386167291,0.4845738808419493,-0.26
sensitivity_ability_low,real_xi_set_08,10,50,0.32,0.22,0.46,1.5,1.98,-0.48,1.1894554454601975,1.6724419157984582,-0.4829864703382605,0.48588618759348334,-0.14
sensitivity_ability_low,real_xi_set_08,11,50,0.24,0.14,0.62,1.08,1.88,-0.8,1.1260389969830158,1.8408780081886278,-0.7148390112056119,0.4869453605446186,-0.38
sensitivity_ability_low,real_xi_set_08,12,50,0.18,0.22,0.6,1.2,2.06,-0.86,1.241862787781432,1.971454973257255,-0.729592185475823,0.47994520879794295,-0.42
sensitivity_ability_low,real_xi_set_08,13,50,0.26,0.28,0.46,1.0,1.42,-0.42,1.0246971937499767,1.6101884584620627,-0.585491264712086,0.4803656193605427,-0.2
sensitivity_ability_low,real_xi_set_08,14,50,0.24,0.14,0.62,0.94,1.7,-0.76,1.1617924031232147,1.6897558153518646,-0.5279634122286496,0.4845360940751477,-0.38
sensitivity_ability_low,real_xi_set_08,15,50,0.22,0.26,0.52,0.9,1.58,-0.68,1.0250731849080805,1.587624534054725,-0.5625513491466446,0.48144121714563604,-0.30000000000000004
sensitivity_ability_low,real_xi_set_08,16,50,0.32,0.2,0.48,1.32,1.8,-0.48,1.1384031145981246,1.663644547740799,-0.5252414331426745,0.47769207456521534,-0.15999999999999998
sensitivity_ability_low,real_xi_set_08,17,50,0.2,0.12,0.68,1.2,2.24,-1.04,1.1334717103468543,1.8431544488156968,-0.7096827384688424,0.47492265761653085,-0.48000000000000004
sensitivity_ability_low,real_xi_set_08,18,50,0.12,0.34,0.54,1.04,1.88,-0.84,1.1935174245300209,1.8992447018017011,-0.7057272772716802,0.4768009306357536,-0.42000000000000004
sensitivity_ability_low,real_xi_set_08,19,50,0.28,0.2,0.52,1.12,1.82,-0.7,1.1633413337036935,1.700513058520218,-0.5371717248165244,0.4845935456211732,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_01,0,50,0.3,0.16,0.54,1.02,1.5,-0.48,1.2276916635267674,1.8677216606178648,-0.6400299970910974,0.4815205145179832,-0.24000000000000005
sensitivity_no_uncertainty_pooling,real_xi_set_01,1,50,0.24,0.26,0.5,1.26,1.82,-0.56,1.2309450107371256,1.8592488913049863,-0.6283038805678607,0.4830640092122139,-0.26
sensitivity_no_uncertainty_pooling,real_xi_set_01,2,50,0.34,0.14,0.52,1.54,2.1,-0.56,1.4440892488642008,1.957018644708174,-0.5129293958439736,0.48921554008170204,-0.18
sensitivity_no_uncertainty_pooling,real_xi_set_01,3,50,0.26,0.22,0.52,0.88,1.48,-0.6,1.1405193908948243,1.6874440077600312,-0.5469246168652067,0.48421614659834816,-0.26
sensitivity_no_uncertainty_pooling,real_xi_set_01,4,50,0.28,0.18,0.54,1.1,1.7,-0.6,1.0557235174680577,1.6476198516571696,-0.591896334189112,0.4875151330455663,-0.26
sensitivity_no_uncertainty_pooling,real_xi_set_01,5,50,0.24,0.2,0.56,0.9,1.72,-0.82,1.1753539393673276,1.7592232892423534,-0.5838693498750257,0.4839407839254079,-0.32000000000000006
sensitivity_no_uncertainty_pooling,real_xi_set_01,6,50,0.32,0.16,0.52,1.42,2.16,-0.74,1.3756196710287112,2.0063457771368967,-0.6307261061081852,0.48019353636405776,-0.2
sensitivity_no_uncertainty_pooling,real_xi_set_01,7,50,0.3,0.24,0.46,1.24,1.74,-0.5,1.2634185814401886,1.8650418633552521,-0.6016232819150638,0.4892620189853705,-0.16000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_01,8,50,0.26,0.24,0.5,1.5,2.02,-0.52,1.4105879482174926,2.0051632215446737,-0.5945752733271812,0.4849385171012382,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_01,9,50,0.22,0.24,0.54,1.16,1.7,-0.54,1.210637599662137,1.7566264594904006,-0.5459888598282635,0.48667036692409704,-0.32000000000000006
sensitivity_no_uncertainty_pooling,real_xi_set_01,10,50,0.28,0.22,0.5,1.26,1.7,-0.44,1.1986534598059273,1.8184093615829002,-0.6197559017769727,0.4824222845124797,-0.21999999999999997
sensitivity_no_uncertainty_pooling,real_xi_set_01,11,50,0.28,0.2,0.52,1.04,1.62,-0.58,1.1852074667560273,1.865499249482136,-0.6802917827261089,0.4795691944713891,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_01,12,50,0.28,0.2,0.52,1.16,1.7,-0.54,1.2689989305387772,1.929318451614146,-0.6603195210753688,0.48037923683058287,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_01,13,50,0.3,0.24,0.46,1.42,1.78,-0.36,1.2108745086971013,1.7521538584358718,-0.5412793497387702,0.483597741031563,-0.16000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_01,14,50,0.3,0.18,0.52,1.3,1.78,-0.48,1.2016785967771335,1.6508081499132237,-0.44912955313609026,0.4839376296313828,-0.22000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_01,15,50,0.36,0.2,0.44,1.22,1.58,-0.36,1.1399552488930376,1.6190677251744783,-0.4791124762814406,0.4807890859526164,-0.08000000000000002
sensitivity_no_uncertainty_pooling,real_xi_set_01,16,50,0.28,0.24,0.48,1.14,1.52,-0.38,1.1966244417289211,1.785069947528992,-0.5884455058000708,0.4868687096317475,-0.19999999999999996
sensitivity_no_uncertainty_pooling,real_xi_set_01,17,50,0.2,0.16,0.64,1.08,2.12,-1.04,1.2877296594393954,1.992222899347253,-0.7044932399078577,0.48109937216223786,-0.44
sensitivity_no_uncertainty_pooling,real_xi_set_01,18,50,0.26,0.26,0.48,1.3,1.76,-0.46,1.2213033263601965,1.7103951109919018,-0.4890917846317053,0.4913073240045874,-0.21999999999999997
sensitivity_no_uncertainty_pooling,real_xi_set_01,19,50,0.22,0.24,0.54,1.08,1.8,-0.72,1.2060537425007654,1.8472985553461876,-0.6412448128454222,0.4787699902978796,-0.32000000000000006
sensitivity_no_uncertainty_pooling,real_xi_set_02,0,50,0.28,0.16,0.56,1.02,1.56,-0.54,1.1853231731397145,1.9478961413608968,-0.7625729682211824,0.4774489654211525,-0.28
sensitivity_no_uncertainty_pooling,real_xi_set_02,1,50,0.24,0.26,0.5,1.28,1.84,-0.56,1.2321576235326928,1.8932713767960856,-0.6611137532633928,0.4782305477285275,-0.26
sensitivity_no_uncertainty_pooling,real_xi_set_02,2,50,0.32,0.14,0.54,1.5,2.14,-0.64,1.4316826053121736,2.0322982376984653,-0.600615632386292,0.4836745468922814,-0.22000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_02,3,50,0.26,0.2,0.54,0.88,1.5,-0.62,1.1330264854499459,1.7309617895875342,-0.5979353041375883,0.4819899266837624,-0.28
sensitivity_no_uncertainty_pooling,real_xi_set_02,4,50,0.26,0.22,0.52,1.12,1.72,-0.6,1.052640883487819,1.7022792366725434,-0.6496383531847246,0.48307674516251076,-0.26
sensitivity_no_uncertainty_pooling,real_xi_set_02,5,50,0.26,0.14,0.6,0.92,1.76,-0.84,1.1837939497661112,1.802765981764235,-0.618972031998124,0.4790585352832265,-0.33999999999999997
sensitivity_no_uncertainty_pooling,real_xi_set_02,6,50,0.3,0.18,0.52,1.42,2.18,-0.76,1.3698221622382767,2.041990421956961,-0.6721682597186844,0.47837472118065555,-0.22000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_02,7,50,0.28,0.22,0.5,1.24,1.86,-0.62,1.2338124717151135,1.932968854452629,-0.6991563827375151,0.48296712323511826,-0.21999999999999997
sensitivity_no_uncertainty_pooling,real_xi_set_02,8,50,0.28,0.22,0.5,1.46,2.12,-0.66,1.4074174662300003,2.0501741562102853,-0.6427566899802849,0.4804220910178189,-0.21999999999999997
sensitivity_no_uncertainty_pooling,real_xi_set_02,9,50,0.18,0.28,0.54,1.1,1.8,-0.7,1.1981364471721567,1.7849910435251197,-0.586854596352963,0.4797506335489184,-0.36000000000000004
sensitivity_no_uncertainty_pooling,real_xi_set_02,10,50,0.28,0.22,0.5,1.26,1.72,-0.46,1.2026143202519162,1.8588324933995906,-0.6562181731476743,0.4800624119874157,-0.21999999999999997
sensitivity_no_uncertainty_pooling,real_xi_set_02,11,50,0.28,0.2,0.52,1.04,1.58,-0.54,1.1838612445471663,1.9032136098016936,-0.7193523652545275,0.4764920376614594,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_02,12,50,0.26,0.24,0.5,1.16,1.72,-0.56,1.2575179613821434,1.977895035400735,-0.7203770740185915,0.477070055088771,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_02,13,50,0.32,0.22,0.46,1.46,1.84,-0.38,1.2190799222237105,1.7771179522051985,-0.558038029981488,0.4841109367500502,-0.14
sensitivity_no_uncertainty_pooling,real_xi_set_02,14,50,0.28,0.2,0.52,1.3,1.82,-0.52,1.2016658796214326,1.7120990480991225,-0.5104331684776899,0.4797007918019127,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_02,15,50,0.36,0.18,0.46,1.26,1.62,-0.36,1.1380365386817464,1.6616854687622002,-0.5236489300804541,0.4776199712123808,-0.10000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_02,16,50,0.28,0.28,0.44,1.14,1.5,-0.36,1.1853107073992422,1.810859431485697,-0.6255487240864547,0.4826589476375668,-0.15999999999999998
sensitivity_no_uncertainty_pooling,real_xi_set_02,17,50,0.2,0.12,0.68,1.1,2.18,-1.08,1.3031038052756572,2.043155328081984,-0.7400515228063266,0.4767464114519368,-0.48000000000000004
sensitivity_no_uncertainty_pooling,real_xi_set_02,18,50,0.22,0.28,0.5,1.26,1.82,-0.56,1.2045939521718763,1.7545193204311884,-0.5499253682593119,0.4870819424967886,-0.28
sensitivity_no_uncertainty_pooling,real_xi_set_02,19,50,0.22,0.26,0.52,1.08,1.78,-0.7,1.1995150552910752,1.8976658557325665,-0.6981508004414916,0.4747403453625479,-0.30000000000000004
sensitivity_no_uncertainty_pooling,real_xi_set_03,0,50,0.3,0.14,0.56,1.0,1.54,-0.54,1.1489674415384645,1.864545638936377,-0.7155781973979124,0.483128894436048,-0.26000000000000006
sensitivity_no_uncertainty_pooling,real_xi_set_03,1,50,0.2,0.24,0.56,1.14,1.96,-0.82,1.1377448139932498,1.9406624304632425,-0.8029176164699926,0.4818667008254092,-0.36000000000000004
sensitivity_no_uncertainty_pooling,real_xi_set_03,2,50,0.28,0.16,0.56,1.38,2.16,-0.78,1.354301302789864,1.9719381930831892,-0.6176368902933254,0.48773294541157824,-0.28
sensitivity_no_uncertainty_pooling,real_xi_set_03,3,50,0.22,0.24,0.54,0.76,1.5,-0.74,1.0679501795119481,1.7160292324883384,-0.6480790529763901,0.48604996133686895,-0.32000000000000006
sensitivity_no_uncertainty_pooling,real_xi_set_03,4,50,0.24,0.22,0.54,0.96,1.7,-0.74,1.023360945665744,1.7132439551648861,-0.6898830094991424,0.48339377750260765,-0.30000000000000004
sensitivity_no_uncertainty_pooling,real_xi_set_03,5,50,0.26,0.18,0.56,0.94,1.74,-0.8,1.1483582139812372,1.747853231517445,-0.5994950175362078,0.48223462556752267,-0.30000000000000004
sensitivity_no_uncertainty_pooling,real_xi_set_03,6,50,0.34,0.2,0.46,1.36,2.14,-0.78,1.2856864372981185,1.9950362197760618,-0.7093497824779433,0.47793809630667405,-0.12
sensitivity_no_uncertainty_pooling,real_xi_set_03,7,50,0.3,0.24,0.46,1.18,1.56,-0.38,1.1497403879489037,1.8333104102757107,-0.6835700223268069,0.49357242650663663,-0.16000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_03,8,50,0.26,0.22,0.52,1.36,2.08,-0.72,1.3257336666604849,2.0413707310788483,-0.7156370644183636,0.4842948139130496,-0.26
sensitivity_no_uncertainty_pooling,real_xi_set_03,9,50,0.16,0.26,0.58,1.08,1.8,-0.72,1.1436230958434335,1.736116586737082,-0.5924934908936489,0.4844693423702827,-0.41999999999999993
sensitivity_no_uncertainty_pooling,real_xi_set_03,10,50,0.3,0.24,0.46,1.3,1.72,-0.42,1.2003283031423435,1.8211136283382885,-0.6207853251959449,0.48162220153197743,-0.16000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_03,11,50,0.28,0.2,0.52,0.96,1.6,-0.64,1.110758758842283,1.8773520647509252,-0.7665933059086424,0.4786217109474499,-0.24
sensitivity_no_uncertainty_pooling,real_xi_set_03,12,50,0.22,0.24,0.54,1.08,1.84,-0.76,1.1856309207626092,1.913965003029102,-0.7283340822664927,0.48144121855610655,-0.32000000000000006
sensitivity_no_uncertainty_pooling,real_xi_set_03,13,50,0.36,0.14,0.5,1.3,1.76,-0.46,1.164027855925688,1.781499911857812,-0.6174720559321242,0.48702664563952747,-0.14
sensitivity_no_uncertainty_pooling,real_xi_set_03,14,50,0.18,0.18,0.64,1.18,2.02,-0.84,1.12722381609398,1.7506206035173781,-0.6233967874233981,0.48236645007721235,-0.46
sensitivity_no_uncertainty_pooling,real_xi_set_03,15,50,0.3,0.24,0.46,1.12,1.56,-0.44,1.027817762193084,1.6305174676885725,-0.6026997054954885,0.48330121146689903,-0.16000000000000003
sensitivity_no_uncertainty_pooling,real_xi_set_03,16,50,0.24,0.3,0.46,1.14,1.5,-0.36,1.1578390011975086,1.7780594870148705,-0.6202204858173616,0.4909173091623204,-0.22000000000000003
