player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,reconstructed_exact_minutes,reconstructed_fixture_pairs,provider_detailed_minutes,player_id,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,original_coverage_pass_80pct,exact_detailed_appearance_fixtures,exact_detailed_minutes,known_startXI_fixtures,startXI_with_detailed_row,known_missing_startXI_fixtures,known_missing_minutes_upper_bound,missing_startXI_with_exit_event,missing_minutes_inferred_from_events,known_minute_coverage_lower_bound,coverage_definition_version,pass_changed_false_to_true,pass_changed_true_to_false
Mahmud Abunada,Qatar,Goalkeeper,1665.0,False,720.0,8,1440.0,42207,annual_current,27,27,1.0,0,16,1440.0,,0.6666666666666666,0.6666666666666666,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,16,1440.0,24,16,8,720.0,0,0.0,0.6666666666666666,exact_window_known_minutes_v2_event_bounded,False,False
Mahmud Abunada,Qatar,Goalkeeper,1665.0,False,720.0,8,1440.0,42207,pre_world_cup,24,24,1.0,0,13,1170.0,,0.6190476190476191,0.6190476190476191,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,13,1170.0,21,13,8,720.0,0,0.0,0.6190476190476191,exact_window_known_minutes_v2_event_bounded,False,False
Rebin Solaka,Iraq,Defender,1886.0,True,899.0,11,1146.0,42261,annual_current,37,37,1.0,0,17,1146.0,,0.5603911980440098,0.5603911980440098,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,17,1146.0,24,13,11,899.0,4,269.0,0.5603911980440098,exact_window_known_minutes_v2_event_bounded,False,False
Rebin Solaka,Iraq,Defender,1886.0,True,899.0,11,1146.0,42261,pre_world_cup,34,34,1.0,0,15,1103.0,,0.550949050949051,0.550949050949051,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,15,1103.0,23,12,11,899.0,4,269.0,0.550949050949051,exact_window_known_minutes_v2_event_bounded,False,False
Ahmed Al Ganehi,Qatar,Attacker,1262.0,False,0.0,0,627.0,42286,annual_current,35,35,1.0,0,10,627.0,,0.6352583586626139,0.6352583586626139,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,10,627.0,11,7,4,360.0,1,90.0,0.6352583586626139,exact_window_known_minutes_v2_event_bounded,False,False
Ahmed Al Ganehi,Qatar,Attacker,1262.0,False,0.0,0,627.0,42286,pre_world_cup,32,32,1.0,0,9,593.0,,0.6222455403987408,0.6222455403987408,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,9,593.0,11,7,4,360.0,1,90.0,0.6222455403987408,exact_window_known_minutes_v2_event_bounded,False,False
Lucas Mendes,Qatar,Defender,2005.0,True,360.0,4,1021.0,42288,annual_current,27,27,1.0,0,14,1021.0,,0.7393193338160753,0.7393193338160753,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,14,1021.0,15,11,4,360.0,0,0.0,0.7393193338160753,exact_window_known_minutes_v2_event_bounded,False,False
Lucas Mendes,Qatar,Defender,2005.0,True,360.0,4,1021.0,42288,pre_world_cup,24,24,1.0,0,13,1008.0,,0.7368421052631579,0.7368421052631579,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,13,1008.0,15,11,4,360.0,0,0.0,0.7368421052631579,exact_window_known_minutes_v2_event_bounded,False,False
M. Taremi,Iran,Attacker,2944.0,True,0.0,0,2006.0,42315,annual_current,83,83,1.0,0,37,2006.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,2006.0,21,21,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
M. Taremi,Iran,Attacker,2944.0,True,0.0,0,2006.0,42315,pre_world_cup,84,84,1.0,0,34,1746.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,1746.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Abdullah Al Khaibari,Saudi Arabia,Midfielder,3489.0,True,0.0,0,2388.0,44315,annual_current,50,50,1.0,0,44,2388.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,2388.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Abdullah Al Khaibari,Saudi Arabia,Midfielder,3489.0,True,0.0,0,2388.0,44315,pre_world_cup,51,51,1.0,0,41,2208.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,2208.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Feras Al Brikan,Saudi Arabia,Attacker,4130.0,True,0.0,0,2637.0,44324,annual_current,52,52,1.0,0,50,2637.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,50,2637.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Feras Al Brikan,Saudi Arabia,Attacker,4130.0,True,0.0,0,2637.0,44324,pre_world_cup,53,53,1.0,0,51,2691.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,51,2691.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Hassan Kadesh,Saudi Arabia,Defender,3617.0,True,0.0,0,2745.0,44335,annual_current,49,49,1.0,0,33,2745.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,2745.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Hassan Kadesh,Saudi Arabia,Defender,3617.0,True,0.0,0,2745.0,44335,pre_world_cup,50,50,1.0,0,34,2777.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2777.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Nasser Al Dawsari,Saudi Arabia,Midfielder,3505.0,True,0.0,0,2246.0,44339,annual_current,48,48,1.0,0,39,2246.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,2246.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Nasser Al Dawsari,Saudi Arabia,Midfielder,3505.0,True,0.0,0,2246.0,44339,pre_world_cup,54,54,1.0,0,41,2482.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,2482.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Salem Al Dawsari,Saudi Arabia,Midfielder,4080.0,True,0.0,0,2597.0,44340,annual_current,48,48,1.0,0,36,2597.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2597.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Salem Al Dawsari,Saudi Arabia,Midfielder,4080.0,True,0.0,0,2597.0,44340,pre_world_cup,54,54,1.0,0,36,2607.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2607.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Mohamed Kanno,Saudi Arabia,Attacker,4754.0,True,0.0,0,2856.0,44349,annual_current,48,48,1.0,0,43,2856.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,43,2856.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Mohamed Kanno,Saudi Arabia,Attacker,4754.0,True,0.0,0,2856.0,44349,pre_world_cup,54,54,1.0,0,45,2839.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,2839.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Hassan Tambakti,Saudi Arabia,Defender,5068.0,True,0.0,0,3102.0,44362,annual_current,48,48,1.0,0,38,3102.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,3102.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Hassan Tambakti,Saudi Arabia,Defender,5068.0,True,0.0,0,3102.0,44362,pre_world_cup,54,54,1.0,0,38,3144.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,3144.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Ali Majrashi,Saudi Arabia,Defender,3223.0,True,0.0,0,2723.0,44367,annual_current,52,52,1.0,0,36,2723.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2723.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Ali Majrashi,Saudi Arabia,Defender,3223.0,True,0.0,0,2723.0,44367,pre_world_cup,53,53,1.0,0,39,2972.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,2972.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Abdullah Al Hamdan,Saudi Arabia,Attacker,1611.0,False,0.0,0,823.0,44382,annual_current,91,91,1.0,0,34,823.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,823.0,7,7,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Abdullah Al Hamdan,Saudi Arabia,Attacker,1611.0,False,0.0,0,823.0,44382,pre_world_cup,97,97,1.0,0,31,753.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,753.0,7,7,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Mohammed Al Owais,Saudi Arabia,Goalkeeper,1213.0,False,0.0,0,270.0,44411,annual_current,5,5,1.0,0,3,270.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,3,270.0,3,3,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Mohammed Al Owais,Saudi Arabia,Goalkeeper,1213.0,False,0.0,0,270.0,44411,pre_world_cup,2,2,1.0,0,0,0.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,0,0.0,0,0,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Abdulelah Al Amri,Saudi Arabia,Defender,3149.0,True,0.0,0,2682.0,44475,annual_current,50,50,1.0,0,36,2682.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2682.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Abdulelah Al Amri,Saudi Arabia,Defender,3149.0,True,0.0,0,2682.0,44475,pre_world_cup,51,51,1.0,0,37,2765.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,2765.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Ali Lajami,Saudi Arabia,Defender,2139.0,True,0.0,0,1189.0,44507,annual_current,48,48,1.0,0,36,1189.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,1189.0,10,10,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Ali Lajami,Saudi Arabia,Defender,2139.0,True,0.0,0,1189.0,44507,pre_world_cup,50,50,1.0,0,36,1100.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,1100.0,9,9,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Saleh Al Shehri,Saudi Arabia,Attacker,1179.0,False,0.0,0,564.0,44551,annual_current,49,49,1.0,0,24,564.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,24,564.0,5,5,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Saleh Al Shehri,Saudi Arabia,Attacker,1179.0,False,0.0,0,564.0,44551,pre_world_cup,50,50,1.0,0,28,808.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,808.0,8,8,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Saud Abdulhamid,Saudi Arabia,Defender,6126.0,True,0.0,0,2232.0,44594,annual_current,83,83,1.0,0,36,2232.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2232.0,24,24,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Saud Abdulhamid,Saudi Arabia,Defender,6126.0,True,0.0,0,2232.0,44594,pre_world_cup,84,84,1.0,0,37,2323.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,2323.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Khalid Al Ghannam,Saudi Arabia,Attacker,2285.0,True,0.0,0,2200.0,44701,annual_current,39,39,1.0,0,33,2200.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,2200.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Khalid Al Ghannam,Saudi Arabia,Attacker,2285.0,True,0.0,0,2200.0,44701,pre_world_cup,41,41,1.0,0,33,2199.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,2199.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Tshibola,Congo DR,Midfielder,1276.0,False,0.0,0,1258.0,44791,annual_current,74,74,1.0,0,24,1258.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,24,1258.0,14,14,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Tshibola,Congo DR,Midfielder,1276.0,False,0.0,0,1258.0,44791,pre_world_cup,70,70,1.0,0,24,1258.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,24,1258.0,14,14,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Millar,Canada,Midfielder,2481.0,True,0.0,0,2379.0,44798,annual_current,56,56,1.0,0,41,2379.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,2379.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Millar,Canada,Midfielder,2481.0,True,0.0,0,2379.0,44798,pre_world_cup,51,51,1.0,0,38,2216.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2216.0,27,27,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. McKenna,Scotland,Defender,3887.0,True,0.0,0,3638.0,44811,annual_current,49,49,1.0,0,41,3638.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,3638.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. McKenna,Scotland,Defender,3887.0,True,0.0,0,3638.0,44811,pre_world_cup,46,46,1.0,0,40,3548.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3548.0,40,40,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Ferguson,Scotland,Midfielder,3602.0,True,0.0,0,3219.0,44814,annual_current,59,59,1.0,0,48,3219.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,48,3219.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Ferguson,Scotland,Midfielder,3602.0,True,0.0,0,3219.0,44814,pre_world_cup,56,56,1.0,0,45,2949.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,2949.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Souttar,Scotland,Defender,3879.0,True,0.0,0,2880.0,44865,annual_current,55,55,1.0,0,34,2880.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2880.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
J. Souttar,Scotland,Defender,3879.0,True,0.0,0,2880.0,44865,pre_world_cup,52,52,1.0,0,34,2880.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2880.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Hickey,Scotland,Defender,1241.0,False,0.0,0,1123.0,44871,annual_current,48,48,1.0,0,27,1123.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,1123.0,13,13,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Hickey,Scotland,Defender,1241.0,False,0.0,0,1123.0,44871,pre_world_cup,45,45,1.0,0,26,1048.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,26,1048.0,12,12,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
D. Nazon,Haiti,Attacker,1807.0,True,0.0,0,410.0,45020,annual_current,17,17,1.0,0,11,410.0,,0.8333333333333334,0.8333333333333334,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,11,410.0,4,3,1,82.0,1,82.0,0.8333333333333334,exact_window_known_minutes_v2_event_bounded,False,False
D. Nazon,Haiti,Attacker,1807.0,True,0.0,0,410.0,45020,pre_world_cup,17,17,1.0,0,13,583.0,,0.8766917293233083,0.8766917293233083,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,13,583.0,7,6,1,82.0,1,82.0,0.8766917293233083,exact_window_known_minutes_v2_event_bounded,False,False
R. Stewart,Scotland,Attacker,1388.0,False,0.0,0,1360.0,45078,annual_current,59,59,1.0,0,34,1360.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,1360.0,15,15,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Stewart,Scotland,Attacker,1388.0,False,0.0,0,1360.0,45078,pre_world_cup,56,56,1.0,0,33,1352.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,1352.0,15,15,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Dykes,Scotland,Attacker,2550.0,True,0.0,0,2106.0,45307,annual_current,95,95,1.0,0,45,2106.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,2106.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Dykes,Scotland,Attacker,2550.0,True,0.0,0,2106.0,45307,pre_world_cup,92,92,1.0,0,43,2072.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,43,2072.0,19,19,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Goss,South Africa,Goalkeeper,2718.0,True,0.0,0,2610.0,46245,annual_current,38,38,1.0,0,29,2610.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,2610.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
R. Goss,South Africa,Goalkeeper,2718.0,True,0.0,0,2610.0,46245,pre_world_cup,34,34,1.0,0,29,2610.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,2610.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Modiba,South Africa,Defender,3891.0,True,0.0,0,3194.0,46334,annual_current,52,52,1.0,0,42,3194.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3194.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Modiba,South Africa,Defender,3891.0,True,0.0,0,3194.0,46334,pre_world_cup,48,48,1.0,0,38,2840.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2840.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. Chaine,South Africa,Goalkeeper,2954.0,True,0.0,0,2700.0,46417,annual_current,38,38,1.0,0,30,2700.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2700.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
S. Chaine,South Africa,Goalkeeper,2954.0,True,0.0,0,2700.0,46417,pre_world_cup,34,34,1.0,0,30,2700.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2700.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
N. Sibisi,South Africa,Defender,2778.0,True,0.0,0,2135.0,46458,annual_current,38,38,1.0,0,25,2135.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,25,2135.0,24,24,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
N. Sibisi,South Africa,Defender,2778.0,True,0.0,0,2135.0,46458,pre_world_cup,34,34,1.0,0,24,2045.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,24,2045.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Mudau,South Africa,Defender,4137.0,True,0.0,0,3322.0,46601,annual_current,52,52,1.0,0,41,3322.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,41,3322.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
K. Mudau,South Africa,Defender,4137.0,True,0.0,0,3322.0,46601,pre_world_cup,48,48,1.0,0,37,2955.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,2955.0,33,33,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Rui Silva,Portugal,Goalkeeper,4350.0,True,0.0,0,4215.0,46672,annual_current,58,58,1.0,0,46,4215.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,4215.0,46,46,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Rui Silva,Portugal,Goalkeeper,4350.0,True,0.0,0,4215.0,46672,pre_world_cup,53,53,1.0,0,46,4215.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,4215.0,46,46,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
P. Estupiñán,Ecuador,Midfielder,3104.0,True,0.0,0,1492.0,46731,annual_current,48,48,1.0,0,25,1492.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,25,1492.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
P. Estupiñán,Ecuador,Midfielder,3104.0,True,0.0,0,1492.0,46731,pre_world_cup,45,45,1.0,0,24,1484.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,24,1484.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Budimir,Croatia,Attacker,3222.0,True,0.0,0,3145.0,46746,annual_current,46,46,1.0,0,42,3145.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,3145.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
A. Budimir,Croatia,Attacker,3222.0,True,0.0,0,3145.0,46746,pre_world_cup,42,42,1.0,0,39,2989.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,2989.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Y. Bárcenas,Panama,Midfielder,3107.0,True,0.0,0,2770.0,46855,annual_current,42,42,1.0,0,37,2770.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,2770.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
Y. Bárcenas,Panama,Midfielder,3107.0,True,0.0,0,2770.0,46855,pre_world_cup,41,41,1.0,0,34,2520.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2520.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Demirovic,Bosnia & Herzegovina,Attacker,3206.0,True,0.0,0,2738.0,46930,annual_current,57,57,1.0,0,42,2738.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,2738.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
E. Demirovic,Bosnia & Herzegovina,Attacker,3206.0,True,0.0,0,2738.0,46930,pre_world_cup,53,53,1.0,0,38,2382.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2382.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
L. Suárez,Colombia,Attacker,4787.0,True,0.0,0,4490.0,47237,annual_current,60,60,1.0,0,54,4490.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,54,4490.0,49,49,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False
