player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,player_id,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,original_coverage_pass_80pct,exact_detailed_appearance_fixtures,exact_detailed_minutes,known_startXI_fixtures,startXI_with_detailed_row,known_missing_startXI_fixtures,known_missing_minutes_upper_bound,missing_startXI_with_exit_event,missing_minutes_inferred_from_events,known_minute_coverage_lower_bound,coverage_definition_version,pass_changed_false_to_true,pass_changed_true_to_false,reconstructed_exact_minutes,reconstructed_fixture_pairs,provider_detailed_minutes,candidate_type
A. Bardakci,Türkiye,Defender,4365.0,True,61837,annual_current,56,56,1.0,0,46,3960.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,46,3960.0,46,46,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3960.0,benchmark_and_avatar
A. Bardakci,Türkiye,Defender,4365.0,True,61837,pre_world_cup,53,53,1.0,0,43,3694.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,43,3694.0,43,43,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3694.0,benchmark_and_avatar
S. Mele,Uruguay,Goalkeeper,3889.0,True,61895,annual_current,76,76,1.0,0,20,1790.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,20,1790.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,1790.0,benchmark_and_avatar
S. Mele,Uruguay,Goalkeeper,3889.0,True,61895,pre_world_cup,78,78,1.0,0,21,1880.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,21,1880.0,21,21,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1880.0,benchmark_and_avatar
S. Akaydin,Türkiye,Defender,2617.0,True,62490,annual_current,43,39,0.9069767441860463,4,29,2571.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,2571.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2571.0,benchmark
S. Akaydin,Türkiye,Defender,2617.0,True,62490,pre_world_cup,40,36,0.9,4,29,2571.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,2571.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2571.0,benchmark
B. Yilmaz,Türkiye,Midfielder,3781.0,True,63274,annual_current,56,56,1.0,0,48,3689.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,48,3689.0,42,42,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3689.0,benchmark
B. Yilmaz,Türkiye,Midfielder,3781.0,True,63274,pre_world_cup,53,53,1.0,0,45,3510.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,3510.0,40,40,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3510.0,benchmark
F. Torres,Ecuador,Defender,3994.0,True,63964,annual_current,68,68,1.0,0,21,1420.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,21,1420.0,15,15,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,1420.0,benchmark
F. Torres,Ecuador,Defender,3994.0,True,63964,pre_world_cup,68,68,1.0,0,21,1416.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,21,1416.0,15,15,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1416.0,benchmark
Y. Fofana,Ivory Coast,Goalkeeper,3330.0,True,64190,annual_current,77,77,1.0,0,35,3150.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,35,3150.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3150.0,benchmark_and_avatar
Y. Fofana,Ivory Coast,Goalkeeper,3330.0,True,64190,pre_world_cup,73,73,1.0,0,31,2790.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2790.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2790.0,benchmark_and_avatar
J. Mojica,Colombia,Defender,4230.0,True,64268,annual_current,45,45,1.0,0,40,3217.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,40,3217.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,3217.0,benchmark
J. Mojica,Colombia,Defender,4230.0,True,64268,pre_world_cup,41,41,1.0,0,36,2827.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2827.0,31,31,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2827.0,benchmark
P. Musa,Croatia,Attacker,4240.0,True,66055,annual_current,33,33,1.0,0,28,2163.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,28,2163.0,26,26,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2163.0,benchmark_and_avatar
P. Musa,Croatia,Attacker,4240.0,True,66055,pre_world_cup,35,35,1.0,0,32,2596.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,32,2596.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2596.0,benchmark_and_avatar
D. Doudera,Czech Republic,Midfielder,2109.0,True,66214,annual_current,45,45,1.0,0,29,1961.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,29,1961.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1961.0,benchmark
D. Doudera,Czech Republic,Midfielder,2109.0,True,66214,pre_world_cup,42,42,1.0,0,28,1871.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1871.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1871.0,benchmark
J. Kuchta,Czech Republic,Attacker,2131.0,True,66340,annual_current,51,51,1.0,0,37,1994.0,,0.8158756137479541,0.8158756137479541,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,1994.0,24,19,5,450.0,0,0.0,0.8158756137479541,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1994.0,benchmark
J. Kuchta,Czech Republic,Attacker,2131.0,True,66340,pre_world_cup,48,48,1.0,0,37,1994.0,,0.8158756137479541,0.8158756137479541,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,1994.0,24,19,5,450.0,0,0.0,0.8158756137479541,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1994.0,benchmark
J. Stanek,Czech Republic,Goalkeeper,2250.0,True,66347,annual_current,45,45,1.0,0,25,2250.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,25,2250.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2250.0,benchmark_and_avatar
J. Stanek,Czech Republic,Goalkeeper,2250.0,True,66347,pre_world_cup,42,42,1.0,0,25,2250.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,25,2250.0,25,25,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2250.0,benchmark_and_avatar
L. Provod,Czech Republic,Attacker,3302.0,True,66353,annual_current,45,45,1.0,0,40,3210.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3210.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3210.0,benchmark
L. Provod,Czech Republic,Attacker,3302.0,True,66353,pre_world_cup,42,42,1.0,0,37,3089.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,3089.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3089.0,benchmark
P. Sulc,Czech Republic,Attacker,2814.0,True,66387,annual_current,90,90,1.0,0,45,2788.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,2788.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2788.0,benchmark
P. Sulc,Czech Republic,Attacker,2814.0,True,66387,pre_world_cup,87,87,1.0,0,42,2599.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,42,2599.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2599.0,benchmark
L. Krejcí,Czech Republic,Defender,3756.0,True,66407,annual_current,85,85,1.0,0,37,3126.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,3126.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3126.0,benchmark
L. Krejcí,Czech Republic,Defender,3756.0,True,66407,pre_world_cup,82,82,1.0,0,34,2856.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2856.0,32,32,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2856.0,benchmark
M. Guéhi,England,Defender,5364.0,True,67971,annual_current,119,119,1.0,0,60,5114.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,60,5114.0,56,56,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,5114.0,benchmark
M. Guéhi,England,Defender,5364.0,True,67971,pre_world_cup,112,112,1.0,0,53,4521.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,53,4521.0,50,50,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,4521.0,benchmark
Mahmoud Saber,Egypt,Midfielder,2062.0,True,69196,annual_current,70,70,1.0,0,30,1972.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,1972.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1972.0,benchmark
Mahmoud Saber,Egypt,Midfielder,2062.0,True,69196,pre_world_cup,65,65,1.0,0,28,1926.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1926.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1926.0,benchmark
Pico,Cape Verde Islands,Defender,5703.0,True,69260,annual_current,54,54,1.0,0,33,2921.0,,0.8439757295579312,0.8439757295579312,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,33,2921.0,38,32,6,540.0,0,0.0,0.8439757295579312,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2921.0,benchmark
Pico,Cape Verde Islands,Defender,5703.0,True,69260,pre_world_cup,49,49,1.0,0,34,2936.0,,0.8446490218642118,0.8446490218642118,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,2936.0,39,33,6,540.0,0,0.0,0.8446490218642118,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2936.0,benchmark
F. Pellistri,Uruguay,Midfielder,2011.0,True,70078,annual_current,55,55,1.0,0,15,872.0,,0.7440273037542662,0.7440273037542662,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,15,872.0,12,9,3,300.0,0,0.0,0.7440273037542662,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,872.0,benchmark
F. Pellistri,Uruguay,Midfielder,2011.0,True,70078,pre_world_cup,52,52,1.0,0,15,872.0,,0.7440273037542662,0.7440273037542662,False,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,15,872.0,12,9,3,300.0,0,0.0,0.7440273037542662,exact_window_known_minutes_v2_event_bounded,False,True,0.0,0,872.0,benchmark
A. Gigovic,Bosnia & Herzegovina,Midfielder,3117.0,True,70514,annual_current,86,86,1.0,0,40,2612.0,,0.9355300859598854,0.9355300859598854,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,2612.0,35,33,2,180.0,0,0.0,0.9355300859598854,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2612.0,benchmark
A. Gigovic,Bosnia & Herzegovina,Midfielder,3117.0,True,70514,pre_world_cup,82,82,1.0,0,38,2533.0,,0.9336527828971618,0.9336527828971618,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,2533.0,34,32,2,180.0,0,0.0,0.9336527828971618,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2533.0,benchmark
I. Pitta,Paraguay,Attacker,3940.0,True,70670,annual_current,69,69,1.0,0,43,2776.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,43,2776.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2776.0,benchmark
I. Pitta,Paraguay,Attacker,3940.0,True,70670,pre_world_cup,67,67,1.0,0,44,2840.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,44,2840.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2840.0,benchmark
J. Canale,Paraguay,Defender,3494.0,True,70732,annual_current,51,51,1.0,0,40,3494.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3494.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3494.0,benchmark_and_avatar
J. Canale,Paraguay,Defender,3494.0,True,70732,pre_world_cup,47,47,1.0,0,36,3329.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,3329.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3329.0,benchmark_and_avatar
J. Enciso,Paraguay,Attacker,4379.0,True,70747,annual_current,60,60,1.0,0,47,3353.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,47,3353.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,3353.0,benchmark
J. Enciso,Paraguay,Attacker,4379.0,True,70747,pre_world_cup,56,56,1.0,0,43,3061.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,43,3061.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3061.0,benchmark
B. Ojeda,Paraguay,Midfielder,4081.0,True,70767,annual_current,38,38,1.0,0,30,2310.0,,0.9625,0.9625,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,30,2310.0,26,25,1,90.0,0,0.0,0.9625,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2310.0,benchmark
B. Ojeda,Paraguay,Midfielder,4081.0,True,70767,pre_world_cup,39,39,1.0,0,31,2357.0,,0.963220269718022,0.963220269718022,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,31,2357.0,27,26,1,90.0,0,0.0,0.963220269718022,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2357.0,benchmark
O. Gill,Paraguay,Goalkeeper,6090.0,True,70852,annual_current,46,46,1.0,0,41,3795.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,41,3795.0,41,41,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,3795.0,benchmark
O. Gill,Paraguay,Goalkeeper,6090.0,True,70852,pre_world_cup,43,43,1.0,0,37,3405.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,37,3405.0,37,37,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3405.0,benchmark
C. Harvey,Panama,Midfielder,2955.0,True,71230,annual_current,42,42,1.0,0,21,1260.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,21,1260.0,13,13,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,1260.0,benchmark
C. Harvey,Panama,Midfielder,2955.0,True,71230,pre_world_cup,50,50,1.0,0,26,1538.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,26,1538.0,15,15,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1538.0,benchmark
A. Ueda,Japan,Attacker,4739.0,True,72155,annual_current,49,49,1.0,0,44,3549.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,44,3549.0,43,43,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,3549.0,benchmark
A. Ueda,Japan,Attacker,4739.0,True,72155,pre_world_cup,45,45,1.0,0,40,3225.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,40,3225.0,39,39,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3225.0,benchmark
S. Nasrullayev,Uzbekistan,Midfielder,1915.0,True,73514,annual_current,11,11,1.0,0,9,720.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,9,720.0,9,9,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,720.0,benchmark
S. Nasrullayev,Uzbekistan,Midfielder,1915.0,True,73514,pre_world_cup,8,8,1.0,0,6,540.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,6,540.0,6,6,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,540.0,benchmark
R. Pepi,USA,Attacker,2082.0,True,73868,annual_current,51,51,1.0,0,38,1913.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,38,1913.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1913.0,benchmark
R. Pepi,USA,Attacker,2082.0,True,73868,pre_world_cup,46,46,1.0,0,33,1701.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,1701.0,18,18,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1701.0,benchmark
N. Mujakic,Bosnia & Herzegovina,Defender,2210.0,True,76867,annual_current,70,70,1.0,0,27,2210.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,2210.0,24,24,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2210.0,benchmark
N. Mujakic,Bosnia & Herzegovina,Defender,2210.0,True,76867,pre_world_cup,66,66,1.0,0,27,2210.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,27,2210.0,24,24,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2210.0,benchmark
J. Lukic,Bosnia & Herzegovina,Attacker,2578.0,True,77037,annual_current,43,43,1.0,0,33,2533.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,33,2533.0,29,29,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2533.0,benchmark
J. Lukic,Bosnia & Herzegovina,Attacker,2578.0,True,77037,pre_world_cup,40,40,1.0,0,32,2504.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,32,2504.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2504.0,benchmark
J. Waterman,Canada,Defender,3791.0,True,78494,annual_current,47,47,1.0,0,23,1799.0,,0.9523557437797776,0.9523557437797776,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,23,1799.0,20,19,1,90.0,0,0.0,0.9523557437797776,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,1799.0,benchmark
J. Waterman,Canada,Defender,3791.0,True,78494,pre_world_cup,58,58,1.0,0,28,2192.0,,0.9605609114811569,0.9605609114811569,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,2192.0,24,23,1,90.0,0,0.0,0.9605609114811569,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2192.0,benchmark
M. Ramírez,Ecuador,Goalkeeper,3294.0,True,81224,annual_current,81,81,1.0,0,28,2520.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,28,2520.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2520.0,benchmark
M. Ramírez,Ecuador,Goalkeeper,3294.0,True,81224,pre_world_cup,80,80,1.0,0,28,2520.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,2520.0,28,28,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2520.0,benchmark
Omar Marmoush,Egypt,Midfielder,2892.0,True,81573,annual_current,72,72,1.0,0,47,2227.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,47,2227.0,24,24,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2227.0,benchmark
Omar Marmoush,Egypt,Midfielder,2892.0,True,81573,pre_world_cup,71,71,1.0,0,45,2045.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,45,2045.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2045.0,benchmark
B. Thomas-Asante,Ghana,Attacker,2190.0,True,82090,annual_current,52,52,1.0,0,36,2042.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2042.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2042.0,benchmark
B. Thomas-Asante,Ghana,Attacker,2190.0,True,82090,pre_world_cup,48,48,1.0,0,34,1991.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,34,1991.0,22,22,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1991.0,benchmark
A. Gouiri,Algeria,Attacker,2187.0,True,85041,annual_current,51,51,1.0,0,32,1955.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,32,1955.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1955.0,benchmark
A. Gouiri,Algeria,Attacker,2187.0,True,85041,pre_world_cup,47,47,1.0,0,28,1702.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1702.0,20,20,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1702.0,benchmark
J. Placide,Haiti,Goalkeeper,3224.0,True,87789,annual_current,42,42,1.0,0,30,2700.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2700.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2700.0,benchmark_and_avatar
J. Placide,Haiti,Goalkeeper,3224.0,True,87789,pre_world_cup,42,42,1.0,0,30,2700.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,30,2700.0,30,30,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2700.0,benchmark_and_avatar
M. Wieffer,Netherlands,Defender,2015.0,True,92993,annual_current,47,47,1.0,0,28,1946.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1946.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1946.0,benchmark_and_avatar
M. Wieffer,Netherlands,Defender,2015.0,True,92993,pre_world_cup,43,43,1.0,0,28,1946.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,28,1946.0,23,23,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,1946.0,benchmark_and_avatar
C. McCowatt,New Zealand,Midfielder,3437.0,True,94322,annual_current,39,39,1.0,0,39,3012.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,39,3012.0,36,36,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,3012.0,benchmark_and_avatar
C. McCowatt,New Zealand,Midfielder,3437.0,True,94322,pre_world_cup,36,36,1.0,0,36,2852.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,True,36,2852.0,34,34,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,False,False,0.0,0,2852.0,benchmark_and_avatar
E. Just,New Zealand,Midfielder,3968.0,True,94333,annual_current,41,41,1.0,0,38,2963.0,,1.0,1.0,True,exact-window detailed minutes plus event-bounded exposure for known startXI appearances without a positive-minute statistics row,False,38,2963.0,35,35,0,0.0,0,0.0,1.0,exact_window_known_minutes_v2_event_bounded,True,False,0.0,0,2963.0,benchmark_and_avatar
