player_id,player_name,world_cup_team_id,world_cup_team,squad_position,age,number,has_2025_statistics,has_2026_statistics,failed_2025_query,failed_2026_query,competition_stat_lines,reported_minutes_across_lines
48378,S. Widmer,15,Switzerland,Defender,32,3,True,True,False,False,6,3002.0
48389,N. Okafor,15,Switzerland,Attacker,25,19,True,True,False,False,8,2123.0
48471,R. Vargas,15,Switzerland,Attacker,27,17,True,True,False,False,4,2173.0
48489,M. Muheim,15,Switzerland,Defender,27,2,True,True,False,False,5,2982.0
48497,C. Itten,15,Switzerland,Attacker,29,26,True,True,False,False,5,3358.0
48501,T. Fayulu,1508,Congo DR,Goalkeeper,26,16,True,True,False,False,6,450.0
48535,Y. Fortuné,2386,Haiti,Attacker,26,19,True,True,False,False,4,476.0
48555,C. Pickel,1508,Congo DR,Midfielder,28,18,True,True,False,False,8,963.0
48648,D. Ndoye,15,Switzerland,Midfielder,25,11,True,True,False,False,8,2932.0
49423,S. Ben Hsan,28,Tunisia,Goalkeeper,29,22,True,True,False,False,3,0.0
49424,A. Dahmen,28,Tunisia,Goalkeeper,28,16,True,True,False,False,4,762.0
49451,Aymen Hussein,1567,Iraq,Attacker,29,18,True,True,False,False,4,1429.0
49469,M. Ben Ouanes,28,Tunisia,Midfielder,31,12,True,True,False,False,5,2335.0
49583,A. Abdi,28,Tunisia,Midfielder,32,2,True,True,False,False,7,2579.0
49837,M. Günok,777,Türkiye,Goalkeeper,36,1,True,True,False,False,10,1831.0
49857,I. Kahveci,777,Türkiye,Midfielder,30,17,True,True,False,False,8,1941.0
49866,U. Çakir,777,Türkiye,Goalkeeper,29,23,True,True,False,False,8,4418.0
50006,A. Hadziahmetovic,1113,Bosnia & Herzegovina,Midfielder,28,16,True,True,False,False,7,2395.0
50030,M. Talbi,28,Tunisia,Defender,27,3,True,True,False,False,6,3638.0
50042,M. Saâdane,31,Morocco,Defender,29,5,True,True,False,False,5,2560.0
50057,E. Elmali,777,Türkiye,Midfielder,25,13,True,True,False,False,8,2268.0
50077,S. Rochet,7,Uruguay,Goalkeeper,32,1,True,True,False,False,11,3849.0
50132,A. Bayindir,777,Türkiye,Goalkeeper,27,12,True,True,False,False,8,873.0
50270,Ryan Mendes,1533,Cape Verde Islands,Midfielder,36,20,True,True,False,False,6,3983.0
50272,O. Shukurov,1568,Uzbekistan,Midfielder,29,7,True,True,False,False,7,2075.0
50728,M. Freese,2384,USA,Goalkeeper,27,24,True,True,False,False,8,6119.0
50735,M. McKenzie,2384,USA,Defender,26,22,True,True,False,False,6,3388.0
50737,A. Trusty,2384,USA,Defender,27,6,True,True,False,False,8,5736.0
50739,B. Aaronson,2384,USA,Attacker,25,11,True,True,False,False,7,3160.0
50745,Jamiro Monteiro,1533,Cape Verde Islands,Midfielder,32,10,True,True,False,False,4,1738.0
50788,M. Choinière,5529,Canada,Midfielder,26,6,True,True,False,False,8,2630.0
50816,R. Laryea,5529,Canada,Defender,30,22,True,True,False,False,7,3421.0
50817,J. Osorio,5529,Canada,Midfielder,33,21,True,True,False,False,7,3453.0
50826,J. Shaffelburg,5529,Canada,Midfielder,26,14,True,True,False,False,7,2128.0
50852,J. Scally,2384,USA,Defender,23,23,True,True,False,False,5,3032.0
50879,M. Robinson,2384,USA,Defender,28,12,True,True,False,False,11,6053.0
50958,D. Etienne,2386,Haiti,Attacker,29,7,True,True,False,False,7,1887.0
50999,M. Turner,2384,USA,Goalkeeper,31,1,True,True,False,False,5,2487.0
51016,T. Buchanan,5529,Canada,Midfielder,26,17,True,True,False,False,7,3446.0
51114,C. Roldan,2384,USA,Midfielder,30,15,True,True,False,False,9,5309.0
51148,D. St. Clair,5529,Canada,Goalkeeper,28,1,True,True,False,False,9,5283.0
51149,M. Boxall,4673,New Zealand,Defender,37,5,True,True,False,False,8,4489.0
51274,M. Crépeau,5529,Canada,Goalkeeper,31,16,True,True,False,False,8,4386.0
51295,D. Cornelius,5529,Canada,Defender,28,13,True,True,False,False,8,2595.0
51307,T. Smith,4673,New Zealand,Defender,35,26,True,True,False,False,5,22.0
51466,J. Piquerez,7,Uruguay,Attacker,27,22,True,True,False,False,12,6038.0
51494,M. Ugarte,7,Uruguay,Midfielder,24,5,True,True,False,False,9,3203.0
51530,F. Viñas,7,Uruguay,Midfielder,27,21,True,True,False,False,6,3062.0
51535,S. Cáceres,7,Uruguay,Defender,26,3,True,True,False,False,10,4771.0
51572,M. Viña,7,Uruguay,Defender,28,17,True,True,False,False,12,1680.0
51603,A. Canobbio,7,Uruguay,Midfielder,27,14,True,True,False,False,13,6333.0
51617,D. Núñez,7,Uruguay,Attacker,26,9,True,True,False,False,6,2781.0
51618,B. Rodríguez,7,Uruguay,Attacker,25,18,True,True,False,False,11,3985.0
51648,C. Waterman,11,Panama,Attacker,34,18,True,True,False,False,8,7583.0
51733,G. Olveira,2380,Paraguay,Goalkeeper,32,22,True,True,False,False,6,3036.0
51776,M. Araújo,7,Uruguay,Midfielder,25,20,True,True,False,False,7,5194.0
53517,D. Hadzikadunic,1113,Bosnia & Herzegovina,Defender,27,3,True,True,False,False,2,2247.0
53535,E. Shomurodov,1568,Uzbekistan,Attacker,30,14,True,True,False,False,8,4520.0
53834,D. Khamdamov,1568,Uzbekistan,Midfielder,29,17,True,True,False,False,4,488.0
53835,O. Hamrobekov,1568,Uzbekistan,Midfielder,29,9,True,True,False,False,7,2397.0
53886,Jalal Hassan Hachim,1567,Iraq,Goalkeeper,34,12,True,True,False,False,4,1834.0
53894,Meme,1567,Iraq,Attacker,25,10,True,True,False,False,4,310.0
53900,Yazan Al Arab,1548,Jordan,Defender,29,5,True,True,False,False,9,4090.0
53902,Ehsan Haddad,1548,Jordan,Defender,31,23,False,True,False,False,3,1168.0
57518,S. Tounekti,28,Tunisia,Attacker,23,26,True,True,False,False,9,5700.0
57667,J. Ramos,11,Panama,Defender,28,13,True,True,False,False,7,2049.0
57739,J. Córdoba,11,Panama,Defender,24,3,True,True,False,False,7,3236.0
57803,J. Gutiérrez,11,Panama,Defender,27,26,True,True,False,False,8,2755.0
57807,A. Carrasquilla,11,Panama,Midfielder,27,8,True,True,False,False,9,5388.0
57861,C. Samudio,11,Panama,Goalkeeper,31,12,True,True,False,False,5,90.0
57875,C. Yanis,11,Panama,Midfielder,29,21,True,True,False,False,9,3133.0
57910,T. Rodríguez,11,Panama,Attacker,26,9,True,True,False,False,6,631.0
61837,A. Bardakci,777,Türkiye,Defender,31,14,True,True,False,False,8,4365.0
61895,S. Mele,7,Uruguay,Goalkeeper,28,12,True,True,False,False,9,3889.0
62490,S. Akaydin,777,Türkiye,Defender,31,25,True,True,False,False,5,2617.0
63274,B. Yilmaz,777,Türkiye,Midfielder,25,21,True,True,False,False,9,3781.0
63964,F. Torres,2382,Ecuador,Defender,28,2,True,True,False,False,12,3994.0
64190,Y. Fofana,1501,Ivory Coast,Goalkeeper,25,1,True,True,False,False,6,3330.0
64268,J. Mojica,8,Colombia,Defender,33,17,True,True,False,False,5,4230.0
65571,A. Ulmasaliev,1568,Uzbekistan,Defender,26,25,True,True,False,False,4,1285.0
65576,J. Iskanderov,1568,Uzbekistan,Midfielder,32,8,True,True,False,False,7,813.0
65584,A. Amonov,1568,Uzbekistan,Attacker,28,20,True,True,False,False,5,461.0
66019,A. Hlozek,770,Czech Republic,Attacker,23,9,True,True,False,False,4,748.0
66055,P. Musa,3,Croatia,Attacker,27,26,True,True,False,False,5,4240.0
66214,D. Doudera,770,Czech Republic,Midfielder,27,21,True,True,False,False,4,2109.0
66275,M. Chytil,770,Czech Republic,Attacker,26,13,True,True,False,False,4,1677.0
66340,J. Kuchta,770,Czech Republic,Attacker,28,11,True,True,False,False,4,2131.0
66347,J. Stanek,770,Czech Republic,Goalkeeper,29,16,True,True,False,False,4,2250.0
66353,L. Provod,770,Czech Republic,Attacker,29,17,True,True,False,False,4,3302.0
66387,P. Sulc,770,Czech Republic,Attacker,25,15,True,True,False,False,8,2814.0
66407,L. Krejcí,770,Czech Republic,Defender,26,7,True,True,False,False,6,3756.0
67195,H. Mahmoud,28,Tunisia,Midfielder,25,15,True,True,False,False,7,2395.0
67971,M. Guéhi,10,England,Defender,25,6,True,True,False,False,11,5364.0
69196,Mahmoud Saber,32,Egypt,Midfielder,24,21,True,True,False,False,5,2062.0
69260,Pico,1533,Cape Verde Islands,Defender,33,4,True,True,False,False,7,5703.0
70078,F. Pellistri,7,Uruguay,Midfielder,24,11,True,True,False,False,6,2011.0
70514,A. Gigovic,1113,Bosnia & Herzegovina,Midfielder,23,8,True,True,False,False,7,3117.0
70535,Ibrahim Adel,32,Egypt,Attacker,24,20,True,True,False,False,5,1016.0
70670,I. Pitta,2380,Paraguay,Attacker,26,25,True,True,False,False,10,3940.0
70732,J. Canale,2380,Paraguay,Defender,29,13,True,True,False,False,6,3494.0
70747,J. Enciso,2380,Paraguay,Attacker,21,19,True,True,False,False,7,4379.0
70767,B. Ojeda,2380,Paraguay,Midfielder,25,20,True,True,False,False,8,4081.0
70852,O. Gill,2380,Paraguay,Goalkeeper,25,12,True,True,False,False,8,6090.0
71230,C. Harvey,11,Panama,Midfielder,25,14,True,True,False,False,8,2955.0
72120,B. Ergashev,1568,Uzbekistan,Goalkeeper,30,16,True,True,False,False,6,584.0
72122,K. Alijonov,1568,Uzbekistan,Midfielder,28,3,True,True,False,False,5,1873.0
72127,O. Orunov,1568,Uzbekistan,Midfielder,25,11,True,True,False,False,5,419.0
72128,I. Sergeev,1568,Uzbekistan,Attacker,32,21,True,True,False,False,6,1025.0
72140,Saleem Obaid,1548,Jordan,Defender,33,17,True,True,False,False,5,412.0
72142,Mohammed Abu Zurayq,1548,Jordan,Attacker,28,7,True,True,False,False,4,50.0
72155,A. Ueda,12,Japan,Attacker,27,18,True,True,False,False,9,4739.0
73418,A. Abdullaev,1568,Uzbekistan,Defender,28,18,True,True,False,False,6,1680.0
73507,A. Nematov,1568,Uzbekistan,Goalkeeper,24,12,True,True,False,False,7,1890.0
73510,U. Eshmurodov,1568,Uzbekistan,Defender,33,15,True,True,False,False,7,1930.0
73514,S. Nasrullayev,1568,Uzbekistan,Midfielder,27,13,True,True,False,False,7,1915.0
73520,A. Ganiyev,1568,Uzbekistan,Attacker,27,19,True,True,False,False,5,1142.0
73522,A. Mozgovoy,1568,Uzbekistan,Midfielder,26,6,True,True,False,False,7,1839.0
73534,U. Yusupov,1568,Uzbekistan,Goalkeeper,34,1,True,True,False,False,4,1080.0
73868,R. Pepi,2384,USA,Attacker,22,9,True,True,False,False,7,2082.0
76867,N. Mujakic,1113,Bosnia & Herzegovina,Defender,27,2,True,True,False,False,4,2210.0
77037,J. Lukic,1113,Bosnia & Herzegovina,Attacker,27,25,True,True,False,False,2,2578.0
78494,J. Waterman,5529,Canada,Defender,29,5,True,True,False,False,9,3791.0
78547,A. Johnston,5529,Canada,Defender,27,2,True,True,False,False,7,2330.0
81224,M. Ramírez,2382,Ecuador,Goalkeeper,25,12,True,True,False,False,8,3294.0
81573,Omar Marmoush,32,Egypt,Midfielder,26,22,True,True,False,False,9,2892.0
81659,R. Miller,11,Panama,Defender,33,25,False,True,False,False,3,168.0
82090,B. Thomas-Asante,1504,Ghana,Attacker,27,10,True,True,False,False,5,2190.0
84087,W. Isidor,2386,Haiti,Attacker,25,18,True,True,False,False,5,1613.0
85041,A. Gouiri,1532,Algeria,Attacker,25,9,True,True,False,False,8,2187.0
87789,J. Placide,2386,Haiti,Goalkeeper,38,1,True,True,False,False,5,3224.0
89982,S. Moghanlou,22,Iran,Attacker,31,20,True,True,False,False,3,1308.0
92993,M. Wieffer,1118,Netherlands,Defender,26,12,True,True,False,False,5,2015.0
94322,C. McCowatt,4673,New Zealand,Midfielder,26,20,True,True,False,False,6,3437.0
94333,E. Just,4673,New Zealand,Midfielder,25,11,True,True,False,False,6,3968.0
94344,N. Pijnaker,4673,New Zealand,Defender,26,15,True,True,False,False,6,3483.0
94346,T. Payne,4673,New Zealand,Defender,31,2,True,True,False,False,7,1698.0
94360,A. Paulsen,4673,New Zealand,Goalkeeper,23,12,True,True,False,False,5,2441.0
94405,F. de Vries,4673,New Zealand,Defender,31,3,True,True,False,False,6,2698.0
94541,J. Bell,4673,New Zealand,Midfielder,26,6,True,True,False,False,8,4331.0
94562,S. Giménez,16,Mexico,Attacker,24,11,True,True,False,False,7,1609.0
95460,A. Arce,2380,Paraguay,Attacker,30,18,True,True,False,False,9,3335.0
96512,Kevin Pina,1533,Cape Verde Islands,Midfielder,28,6,True,True,False,False,5,2730.0
96615,I. Díaz,11,Panama,Attacker,28,10,True,True,False,False,9,4829.0
98936,L. Foster,1531,South Africa,Attacker,25,9,True,True,False,False,6,2088.0
99211,Park Jin-Seop,17,South Korea,Midfielder,30,16,True,True,False,False,8,3210.0
101814,R. Araújo,7,Uruguay,Defender,26,4,True,True,False,False,8,2593.0
102505,D. Lacroix,2386,Haiti,Defender,32,13,True,True,False,False,7,1373.0
102538,M. Abualnadi,1548,Jordan,Defender,24,16,True,True,False,False,5,1108.0
104242,Rajaei Ayed,1548,Jordan,Midfielder,32,14,True,True,False,False,5,394.0
106485,Maurício,2380,Paraguay,Midfielder,24,11,True,True,False,False,12,4982.0
106851,S. Machino,12,Japan,Attacker,26,6,True,True,False,False,6,1439.0
108370,M. Zlomislic,1113,Bosnia & Herzegovina,Goalkeeper,27,22,True,True,False,False,4,3884.0
108563,R. Zalazar,7,Uruguay,Midfielder,26,26,True,True,False,False,5,2892.0
113580,Willy Semedo,1533,Cape Verde Islands,Midfielder,31,17,True,True,False,False,4,2135.0
116117,M. Caicedo,2382,Ecuador,Midfielder,24,23,True,True,False,False,10,7234.0
119128,G. Caballero,2380,Paraguay,Midfielder,24,24,True,True,False,False,8,2877.0
119853,M. Diaw,13,Senegal,Goalkeeper,32,23,True,True,False,False,5,3076.0
123468,M. Keller,15,Switzerland,Goalkeeper,23,21,True,True,False,False,6,4633.0
123469,Z. Amdouni,15,Switzerland,Attacker,25,23,True,True,False,False,5,305.0
123530,Mahmoud Al Mardi,1548,Jordan,Attacker,32,13,True,True,False,False,6,1107.0
123742,J. Duverger,2386,Haiti,Goalkeeper,23,23,False,True,False,False,3,35.0
123802,Fahad Talib,1567,Iraq,Goalkeeper,31,1,False,True,False,False,3,0.0
125171,J. Stanisic,3,Croatia,Midfielder,25,2,True,True,False,False,6,3659.0
126640,D. Affengruber,775,Austria,Defender,24,2,True,True,False,False,5,3065.0
126642,P. Wimmer,775,Austria,Midfielder,24,21,True,True,False,False,6,2105.0
126949,C. Richards,2384,USA,Defender,25,3,True,True,False,False,9,5227.0
127227,I. Reyes,16,Mexico,Defender,25,15,True,True,False,False,11,5036.0
127429,I. Rayners,1531,South Africa,Attacker,30,15,True,True,False,False,6,3838.0
127769,Gabriel Martinelli,6,Brazil,Midfielder,24,22,True,True,False,False,10,3133.0
127817,P. Hincapié,2382,Ecuador,Midfielder,23,3,True,True,False,False,11,4703.0
128007,Yannick Semedo,1533,Cape Verde Islands,Midfielder,30,16,True,True,False,False,4,1059.0
128384,Vitinha,27,Portugal,Midfielder,25,23,True,True,False,False,9,5026.0
128533,J. Leweling,25,Germany,Attacker,24,9,True,True,False,False,8,3606.0
128766,L. Deedson,2386,Haiti,Midfielder,24,11,True,True,False,False,8,2887.0
128772,D. Zima,770,Czech Republic,Defender,25,2,True,True,False,False,4,2525.0
128793,D. Jurásek,770,Czech Republic,Defender,25,14,True,True,False,False,9,2285.0
129033,J. Gvardiol,3,Croatia,Defender,23,4,True,True,False,False,6,2242.0
129047,R. Zerrouki,1532,Algeria,Midfielder,27,6,True,True,False,False,8,3766.0
129058,B. Verbruggen,1118,Netherlands,Goalkeeper,23,1,True,True,False,False,5,4015.0
129670,N. Mbuku,1508,Congo DR,Midfielder,23,7,True,True,False,False,6,2710.0
129678,A. Ounahi,31,Morocco,Midfielder,25,8,True,True,False,False,5,2956.0
129718,J. Bellingham,10,England,Midfielder,22,10,True,True,False,False,8,3917.0
133609,Pedri,9,Spain,Midfielder,23,20,True,True,False,False,7,3719.0
134217,M. Mohebi,22,Iran,Midfielder,27,8,True,True,False,False,3,2269.0
134590,O. Aydin,777,Türkiye,Attacker,25,24,True,True,False,False,10,1324.0
134995,Nawaf Boushal,23,Saudi Arabia,Defender,26,13,True,True,False,False,8,3958.0
135059,A. Ben Hmida,28,Tunisia,Defender,30,21,True,True,False,False,3,1169.0
135068,E. Agbadou,1501,Ivory Coast,Defender,28,20,True,True,False,False,8,3317.0
135334,S. Bueno,7,Uruguay,Defender,27,24,True,True,False,False,7,3480.0
136503,Salah Zakaria,1569,Qatar,Goalkeeper,26,21,True,True,False,False,6,1405.0
136723,N. Madueke,10,England,Midfielder,23,20,True,True,False,False,11,3739.0
136880,Saleh Hardani,22,Iran,Defender,27,2,True,True,False,False,3,1078.0
137210,A. Stiller,25,Germany,Midfielder,24,16,True,True,False,False,8,4518.0
137223,J. Opoku,1504,Ghana,Defender,27,18,True,True,False,False,6,3330.0
137303,E. Guessand,1501,Ivory Coast,Attacker,24,22,True,True,False,False,9,2285.0
137721,G. Lagerbielke,5,Sweden,Defender,25,2,True,True,False,False,5,4070.0
137976,I. Hien,5,Sweden,Defender,26,4,True,True,False,False,7,3626.0
138417,N. Patterson,1108,Scotland,Defender,24,22,True,True,False,False,8,845.0
138787,A. Gordon,10,England,Midfielder,24,18,True,True,False,False,9,3716.0
138804,M. Kovár,770,Czech Republic,Goalkeeper,25,1,True,True,False,False,8,4275.0
138835,F. Balogun,2384,USA,Attacker,24,20,True,True,False,False,8,4089.0
138908,E. Anderson,10,England,Midfielder,23,8,True,True,False,False,8,5633.0
138935,C. Chukwuemeka,775,Austria,Midfielder,22,17,True,True,False,False,6,1440.0
140607,Yazid Abu Layla,1548,Jordan,Goalkeeper,32,1,True,True,False,False,5,1639.0
140609,Noor Al Rawabdeh,1548,Jordan,Midfielder,28,8,True,True,False,False,5,1279.0
140747,Ibraheem Bayesh,1567,Iraq,Midfielder,25,8,True,True,False,False,6,5218.0
142016,João Paulo,1533,Cape Verde Islands,Defender,27,8,True,True,False,False,4,2909.0
142959,K. Aktürkoglu,777,Türkiye,Attacker,27,7,True,True,False,False,12,3657.0
144709,J. Anang,1504,Ghana,Goalkeeper,25,12,True,True,False,False,6,5179.0
145465,Hussein Ali,1567,Iraq,Defender,23,3,True,True,False,False,4,1618.0
146772,Y. Belammari,31,Morocco,Defender,27,19,True,True,False,False,6,1265.0
147812,Ayman Yahya,23,Saudi Arabia,Midfielder,24,8,True,True,False,False,7,2331.0
147859,C. De Ketelaere,1,Belgium,Attacker,24,17,True,True,False,False,6,3617.0
152849,M. van de Ven,1118,Netherlands,Midfielder,24,15,True,True,False,False,9,4584.0
153083,E. Martínez,7,Uruguay,Midfielder,26,15,True,True,False,False,14,4047.0
153430,A. Elanga,5,Sweden,Midfielder,23,11,True,True,False,False,8,2679.0
153622,K. Trewin,20,Australia,Defender,24,15,True,True,False,False,8,3240.0
156477,R. Cherki,2,France,Midfielder,22,24,True,True,False,False,9,3689.0
157997,A. Diallo,1501,Ivory Coast,Midfielder,23,15,True,True,False,False,6,3055.0
158054,N. Woltemade,25,Germany,Attacker,23,11,True,True,False,False,12,4346.0
158121,I. Jakobs,13,Senegal,Midfielder,26,14,True,True,False,False,7,2783.0
158433,S. Sithole,1531,South Africa,Midfielder,26,13,True,True,False,False,5,2274.0
158644,M. Beier,25,Germany,Attacker,23,14,True,True,False,False,8,3341.0
158688,J. Randall,4673,New Zealand,Attacker,23,21,True,True,False,False,6,2621.0
158698,J. Quansah,10,England,Defender,22,26,True,True,False,False,9,4935.0
158700,V. Johansson,5,Sweden,Goalkeeper,27,12,True,True,False,False,5,2970.0
160925,T. Ali,5,Sweden,Midfielder,27,26,True,True,False,False,6,2262.0
161504,H. Johansson,5,Sweden,Defender,28,6,True,True,False,False,4,3358.0
161585,Francisco Conceição,27,Portugal,Midfielder,23,26,True,True,False,False,6,3227.0
161747,G. Doué,1501,Ivory Coast,Defender,23,17,True,True,False,False,7,3667.0
161884,S. Hansen,5530,Curaçao,Attacker,23,12,True,True,False,False,7,962.0
161897,I. Saibari,31,Morocco,Attacker,24,11,True,True,False,False,8,4422.0
161904,B. Barcola,2,France,Midfielder,23,12,True,True,False,False,10,3814.0
161907,M. Gusto,2,France,Defender,22,2,True,True,False,False,9,4683.0
161921,G. Reyna,2384,USA,Midfielder,23,7,True,True,False,False,7,935.0
161939,Tomás Araújo,27,Portugal,Defender,23,4,True,True,False,False,6,3479.0
162007,M. De Cuyper,1,Belgium,Defender,25,5,True,True,False,False,6,2175.0
162037,M. Tillman,2384,USA,Midfielder,23,17,True,True,False,False,8,3771.0
162141,K. De Winter,1,Belgium,Defender,23,16,True,True,False,False,6,2537.0
162194,L. Cerv,770,Czech Republic,Midfielder,24,12,True,True,False,False,6,3966.0
162199,A. Martha,5530,Curaçao,Midfielder,22,15,True,True,False,False,8,2997.0
162222,I. Basic,1113,Bosnia & Herzegovina,Midfielder,23,13,True,True,False,False,5,808.0
162414,A. Amenda,15,Switzerland,Defender,22,24,True,True,False,False,7,2926.0
162451,A. Salah-Eddine,31,Morocco,Defender,24,26,True,True,False,False,12,2266.0
162489,J. Trafford,10,England,Goalkeeper,23,23,True,True,False,False,8,2397.0
162511,S. Lammens,1,Belgium,Goalkeeper,23,12,True,True,False,False,6,3799.0
162707,E. Wahi,1501,Ivory Coast,Attacker,22,12,True,True,False,False,8,2231.0
162714,A. Onana,1,Belgium,Midfielder,24,24,True,True,False,False,6,3059.0
162733,R. Providence,2386,Haiti,Midfielder,24,15,True,True,False,False,8,3201.0
162891,J. Sanabria,7,Uruguay,Defender,25,25,True,True,False,False,7,3122.0
162964,R. Hranác,770,Czech Republic,Defender,25,4,True,True,False,False,5,2783.0
163032,F. Rieder,15,Switzerland,Midfielder,23,22,True,True,False,False,8,3577.0
163041,B. Cross,1531,South Africa,Defender,24,26,True,True,False,False,4,1873.0
163068,O. Rekik,28,Tunisia,Defender,24,4,False,True,False,False,2,368.0
163189,M. Thiaw,25,Germany,Defender,24,24,True,True,False,False,8,4724.0
163200,C. dos Santos,1533,Cape Verde Islands,Goalkeeper,25,23,True,True,False,False,6,3025.0
163220,J. Antonisse,5530,Curaçao,Attacker,23,11,True,True,False,False,6,2943.0
163854,A. Y. Hashim,1567,Iraq,Attacker,29,13,False,True,False,False,3,57.0
163884,Abdallah Al Fakhouri,1548,Jordan,Goalkeeper,25,22,True,True,False,False,4,242.0
163908,Noureddin Zaid,1548,Jordan,Goalkeeper,32,12,True,True,False,False,4,0.0
164026,Ali Olwan,1548,Jordan,Attacker,25,9,True,True,False,False,5,1367.0
174768,A. Pierre,2386,Haiti,Goalkeeper,24,12,True,True,False,False,6,95.0
174915,J. Casimir,2386,Haiti,Midfielder,24,21,True,True,False,False,4,2075.0
175439,Homam Ahmed,1569,Qatar,Defender,26,14,True,True,False,False,7,2525.0
179699,F. Mayele,1508,Congo DR,Attacker,31,19,True,True,False,False,9,2744.0
179856,B. Old,4673,New Zealand,Attacker,23,19,True,True,False,False,7,2566.0
179862,M. Stamenic,4673,New Zealand,Midfielder,23,8,True,True,False,False,7,3788.0
179893,O. Appollis,1531,South Africa,Midfielder,24,7,True,True,False,False,6,3806.0
180560,H. Mejbri,28,Tunisia,Attacker,22,10,True,True,False,False,7,2274.0
180937,H. Falchener,1090,Norway,Defender,22,25,True,True,False,False,7,3862.0
181812,J. Musiala,25,Germany,Attacker,22,10,True,True,False,False,6,1710.0
182219,Álex Baena,9,Spain,Midfielder,24,15,True,True,False,False,8,5477.0
182718,Joan García,9,Spain,Goalkeeper,24,13,True,True,False,False,7,4240.0
183799,Nico Williams,9,Spain,Attacker,23,17,True,True,False,False,7,2229.0
184226,Yeremy Pino,9,Spain,Midfielder,23,11,True,True,False,False,7,3492.0
190485,Samú Costa,27,Portugal,Midfielder,25,24,True,True,False,False,5,3011.0
190575,Marwan Attia,32,Egypt,Midfielder,27,19,True,True,False,False,5,3460.0
190747,M. Expérience,2386,Haiti,Defender,26,8,True,True,False,False,7,2622.0
191240,M. Senaya,1504,Ghana,Defender,24,26,True,True,False,False,4,2253.0
191289,A. Sbaï,31,Morocco,Attacker,24,17,True,True,False,False,5,2057.0
193279,J. Nelson,5529,Canada,Attacker,22,26,True,True,False,False,9,2455.0
193288,Nawaf Al Aqidi,23,Saudi Arabia,Goalkeeper,25,1,True,True,False,False,7,1864.0
194242,D. Simon,2386,Haiti,Midfielder,25,25,True,True,False,False,4,677.0
194430,T. Mbatha,1531,South Africa,Midfielder,25,5,True,True,False,False,5,2154.0
194536,R. Roefs,1118,Netherlands,Goalkeeper,22,13,True,True,False,False,6,3692.0
194645,S. Sambo,5530,Curaçao,Defender,24,2,True,True,False,False,6,2316.0
195067,J. Margaritha,5530,Curaçao,Attacker,25,16,True,True,False,False,8,4812.0
195104,R. Rios,8,Colombia,Midfielder,25,6,True,True,False,False,13,7516.0
195107,D. Bobadilla,2380,Paraguay,Midfielder,24,16,True,True,False,False,13,6047.0
195992,J. Cáceres,2380,Paraguay,Defender,25,4,True,True,False,False,7,4008.0
196156,Thiago,6,Brazil,Attacker,24,25,True,True,False,False,5,3626.0
196187,A. Seidu,1504,Ghana,Defender,26,2,True,True,False,False,5,1623.0
196298,R. Sosa,2380,Paraguay,Attacker,26,7,True,True,False,False,12,3863.0
196343,Mohamed Abdelmonem,32,Egypt,Defender,26,6,True,True,False,False,4,111.0
197933,Ahmed Basil,1567,Iraq,Goalkeeper,29,22,True,True,False,False,4,990.0
197985,Seol Young-Woo,17,South Korea,Midfielder,27,22,True,True,False,False,7,5624.0
198211,Amer Jamous,1548,Jordan,Midfielder,23,6,True,True,False,False,6,772.0
198347,A. Valencia,2382,Ecuador,Attacker,22,8,True,True,False,False,4,1526.0
198352,M. Touré,20,Australia,Attacker,21,9,True,True,False,False,7,2387.0
198654,D. Svensson,5,Sweden,Defender,23,8,True,True,False,False,8,4716.0
199143,Y. Suzuki,12,Japan,Midfielder,24,17,True,True,False,False,7,3201.0
199310,A. Ben Slimane,28,Tunisia,Attacker,24,25,True,True,False,False,6,1775.0
199578,Z. Suzuki,12,Japan,Goalkeeper,23,1,True,True,False,False,6,3780.0
199767,S. Kapuadi,1508,Congo DR,Defender,27,3,True,True,False,False,8,3066.0
199837,K. Sulemana,1504,Ghana,Midfielder,23,22,True,True,False,False,7,1736.0
200139,M. Amoura,1532,Algeria,Attacker,26,18,True,True,False,False,7,2557.0
200981,Jassem Gaber,1569,Qatar,Midfielder,23,5,True,True,False,False,5,1344.0
201354,E. Makgopa,1531,South Africa,Attacker,25,99,True,True,False,False,6,1763.0
201713,S. Berhalter,2384,USA,Midfielder,24,14,True,True,False,False,9,5776.0
202381,Moteb Al Harbi,23,Saudi Arabia,Defender,25,24,True,True,False,False,8,3373.0
202696,I. Matanovic,3,Croatia,Attacker,22,20,True,True,False,False,6,2901.0
203224,F. Wirtz,25,Germany,Attacker,22,17,True,True,False,False,7,4254.0
204043,A. Theate,1,Belgium,Defender,25,3,True,True,False,False,5,3318.0
210165,F. Surman,4673,New Zealand,Defender,22,16,True,True,False,False,8,5496.0
212233,B. Gutiérrez,16,Mexico,Midfielder,22,26,True,True,False,False,6,3946.0
213978,Saed Al Rosan,1548,Jordan,Defender,28,19,True,True,False,False,3,180.0
213980,Nizar Al Rashdan,1548,Jordan,Midfielder,26,21,True,True,False,False,6,2525.0
214129,T. Bodak,5530,Curaçao,Goalkeeper,23,25,True,True,False,False,6,0.0
214463,I. Yüksek,777,Türkiye,Midfielder,27,16,True,True,False,False,8,2772.0
221605,F. Wiegele,775,Austria,Goalkeeper,24,12,True,True,False,False,5,2495.0
